j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,0,2026-06-24 14:01:56,2026-06-24 14:02:12,16.0,100000,3.14264,0.001047346410206984
2,1,2026-06-24 14:01:56,2026-06-24 14:02:12,16.0,200000,3.14606,0.004467346410206741
3,2,2026-06-24 14:01:56,2026-06-24 14:02:13,17.0,300000,3.14316,0.001567346410206838
4,9,2026-06-24 14:01:56,2026-06-24 14:02:14,18.0,400000,3.14392,0.002327346410206932
5,3,2026-06-24 14:01:56,2026-06-24 14:02:14,18.0,500000,3.142352,0.000759346410206696
6,4,2026-06-24 14:01:56,2026-06-24 14:02:15,19.0,600000,3.1424866666666667,0.0008940130768735344
7,8,2026-06-24 14:01:56,2026-06-24 14:02:16,20.0,700000,3.142222857142857,0.0006302035530638683
8,6,2026-06-24 14:01:56,2026-06-24 14:02:16,20.0,800000,3.14106,0.0005326535897931528
9,7,2026-06-24 14:01:56,2026-06-24 14:02:16,20.0,900000,3.14044,0.0011526535897932177
10,5,2026-06-24 14:01:56,2026-06-24 14:02:16,20.0,1000000,3.140696,0.0008966535897929617
