j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,9,2026-06-16 13:45:01,2026-06-16 13:46:53,112.0,1000,3.14,0.0015926535897929917
2,8,2026-06-16 13:45:01,2026-06-16 13:46:53,112.0,2000,3.158,0.016407346410206802
3,17,2026-06-16 13:45:01,2026-06-16 13:46:53,112.0,3000,3.1506666666666665,0.009074013076873388
4,7,2026-06-16 13:45:01,2026-06-16 13:46:53,112.0,4000,3.151,0.009407346410206685
5,4,2026-06-16 13:45:01,2026-06-16 13:46:53,112.0,5000,3.1448,0.003207346410206924
6,0,2026-06-16 13:45:01,2026-06-16 13:46:53,112.0,6000,3.148,0.0064073464102070155
7,1,2026-06-16 13:45:01,2026-06-16 13:46:53,112.0,7000,3.1542857142857144,0.012693060695921243
8,3,2026-06-16 13:45:01,2026-06-16 13:46:53,112.0,8000,3.1465,0.004907346410206959
9,66,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,9000,3.1404444444444444,0.0011482091453487442
10,72,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,10000,3.1416,7.346410206832132e-06
11,73,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,11000,3.141090909090909,0.0005017444988841824
12,62,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,12000,3.1443333333333334,0.0027406797435403085
13,49,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,13000,3.143076923076923,0.0014842694871299855
14,12,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,14000,3.144,0.002407346410207012
15,13,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,15000,3.142933333333333,0.0013406797435400186
16,39,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,16000,3.137,0.004592653589793105
17,11,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,17000,3.1381176470588237,0.003475006530969438
18,28,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,18000,3.1393333333333335,0.002259320256459585
19,18,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,19000,3.140421052631579,0.001171600958214114
20,24,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,20000,3.1408,0.0007926535897930798
21,31,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,21000,3.1424761904761906,0.000883536886397529
22,21,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,22000,3.143090909090909,0.0014982555011160414
23,20,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,23000,3.145739130434783,0.004146476844989699
24,22,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,24000,3.149,0.007407346410206905
25,50,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,25000,3.14976,0.008167346410207
26,44,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,26000,3.1504615384615384,0.008868884871745308
27,45,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,27000,3.1505185185185187,0.008925864928725602
28,51,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,28000,3.1504285714285714,0.00883591783877824
29,5,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,29000,3.1511724137931036,0.009579760203310528
30,46,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,30000,3.151466666666667,0.009874013076873744
31,85,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,31000,3.1513548387096773,0.009762185119884137
32,42,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,32000,3.149125,0.007532346410207058
33,56,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,33000,3.148242424242424,0.006649770652630949
34,43,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,34000,3.149294117647059,0.0077014640572659054
35,69,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,35000,3.1490285714285715,0.007435917838778394
36,97,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,36000,3.1515555555555554,0.009962901965762327
37,2,2026-06-16 13:45:01,2026-06-16 13:46:54,113.0,37000,3.1526486486486487,0.011055995058855572
38,65,2026-06-16 13:45:01,2026-06-16 13:46:55,114.0,38000,3.150315789473684,0.008723135883891064
39,64,2026-06-16 13:45:01,2026-06-16 13:46:55,114.0,39000,3.150153846153846,0.008561192564052966
40,70,2026-06-16 13:45:01,2026-06-16 13:46:55,114.0,40000,3.1515,0.009907346410206852
41,140,2026-06-16 13:45:01,2026-06-16 13:46:55,114.0,41000,3.152780487804878,0.011187834215085068
42,99,2026-06-16 13:45:01,2026-06-16 13:46:55,114.0,42000,3.1533333333333333,0.011740679743540205
43,77,2026-06-16 13:45:01,2026-06-16 13:46:55,114.0,43000,3.1494883720930233,0.007895718503230231
44,89,2026-06-16 13:45:01,2026-06-16 13:46:55,114.0,44000,3.1491818181818183,0.007589164592025188
45,75,2026-06-16 13:45:01,2026-06-16 13:46:55,114.0,45000,3.1498666666666666,0.008274013076873477
46,109,2026-06-16 13:45:01,2026-06-16 13:46:55,114.0,46000,3.148608695652174,0.007016042062380823
47,132,2026-06-16 13:45:01,2026-06-16 13:46:55,114.0,47000,3.1491914893617023,0.007598835771909229
48,14,2026-06-16 13:45:01,2026-06-16 13:46:55,114.0,48000,3.15,0.008407346410206795
49,133,2026-06-16 13:45:01,2026-06-16 13:46:55,114.0,49000,3.1507755102040815,0.009182856614288415
50,32,2026-06-16 13:45:01,2026-06-16 13:46:55,114.0,50000,3.15064,0.009047346410206991
51,100,2026-06-16 13:45:01,2026-06-16 13:46:55,114.0,51000,3.151294117647059,0.009701464057265685
52,116,2026-06-16 13:45:01,2026-06-16 13:46:55,114.0,52000,3.151076923076923,0.009484269487129993
53,138,2026-06-16 13:45:01,2026-06-16 13:46:55,114.0,53000,3.151547169811321,0.009954516221527765
54,36,2026-06-16 13:45:01,2026-06-16 13:46:55,114.0,54000,3.1507407407407406,0.009148087150947504
55,37,2026-06-16 13:45:01,2026-06-16 13:46:55,114.0,55000,3.1498181818181816,0.008225528228388512
56,87,2026-06-16 13:45:01,2026-06-16 13:46:55,114.0,56000,3.1486428571428573,0.007050203553064183
57,79,2026-06-16 13:45:01,2026-06-16 13:46:55,114.0,57000,3.148,0.0064073464102070155
58,86,2026-06-16 13:45:01,2026-06-16 13:46:55,114.0,58000,3.1488275862068966,0.007234932617103507
