j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,38,2026-06-16 13:45:27,2026-06-16 13:48:30,183.0,1000,3.192,0.050407346410207055
2,14,2026-06-16 13:45:27,2026-06-16 13:48:30,183.0,2000,3.174,0.032407346410206817
3,32,2026-06-16 13:45:27,2026-06-16 13:48:30,183.0,3000,3.1746666666666665,0.03307401307687341
4,43,2026-06-16 13:45:27,2026-06-16 13:48:30,183.0,4000,3.179,0.03740734641020671
5,59,2026-06-16 13:45:27,2026-06-16 13:48:31,184.0,5000,3.184,0.04240734641020705
6,99,2026-06-16 13:45:27,2026-06-16 13:48:31,184.0,6000,3.166,0.02440734641020681
7,67,2026-06-16 13:45:27,2026-06-16 13:48:31,184.0,7000,3.166857142857143,0.0252644892673497
8,60,2026-06-16 13:45:27,2026-06-16 13:48:31,184.0,8000,3.179,0.03740734641020671
9,123,2026-06-16 13:45:27,2026-06-16 13:48:31,184.0,9000,3.1635555555555555,0.021962901965762338
10,28,2026-06-16 13:45:27,2026-06-16 13:48:31,184.0,10000,3.1688,0.027207346410206945
11,15,2026-06-16 13:45:27,2026-06-16 13:48:31,184.0,11000,3.162181818181818,0.02058916459202509
12,16,2026-06-16 13:45:27,2026-06-16 13:48:31,184.0,12000,3.167666666666667,0.026074013076873737
13,118,2026-06-16 13:45:27,2026-06-16 13:48:31,184.0,13000,3.1578461538461537,0.01625350025636063
14,129,2026-06-16 13:45:27,2026-06-16 13:48:31,184.0,14000,3.1525714285714286,0.010978774981635464
15,26,2026-06-16 13:45:27,2026-06-16 13:48:31,184.0,15000,3.1533333333333333,0.011740679743540205
16,128,2026-06-16 13:45:27,2026-06-16 13:48:31,184.0,16000,3.1555,0.013907346410206856
17,116,2026-06-16 13:45:27,2026-06-16 13:48:31,184.0,17000,3.1574117647058824,0.015819111116089246
18,117,2026-06-16 13:45:27,2026-06-16 13:48:31,184.0,18000,3.1555555555555554,0.013962901965762331
19,35,2026-06-16 13:45:27,2026-06-16 13:48:31,184.0,19000,3.152,0.010407346410207019
20,34,2026-06-16 13:45:27,2026-06-16 13:48:31,184.0,20000,3.152,0.010407346410207019
21,36,2026-06-16 13:45:27,2026-06-16 13:48:31,184.0,21000,3.1525714285714286,0.010978774981635464
