j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,0,2026-06-24 14:04:26,2026-06-24 14:04:29,3.0,100000,3.14704,0.0054473464102069435
2,3,2026-06-24 14:04:26,2026-06-24 14:04:29,3.0,200000,3.14578,0.004187346410206683
3,9,2026-06-24 14:04:26,2026-06-24 14:04:30,4.0,300000,3.14256,0.000967346410206904
4,8,2026-06-24 14:04:26,2026-06-24 14:04:30,4.0,400000,3.14154,5.265358979311685e-05
5,6,2026-06-24 14:04:26,2026-06-24 14:04:30,4.0,500000,3.14148,0.00011265358979306583
6,1,2026-06-24 14:04:26,2026-06-24 14:04:30,4.0,600000,3.14096,0.0006326535897929197
7,2,2026-06-24 14:04:26,2026-06-24 14:04:30,4.0,700000,3.140857142857143,0.000735510732650102
8,7,2026-06-24 14:04:26,2026-06-24 14:04:31,5.0,800000,3.13999,0.0016026535897930572
9,4,2026-06-24 14:04:26,2026-06-24 14:04:31,5.0,900000,3.140128888888889,0.0014637647009041466
10,5,2026-06-24 14:04:26,2026-06-24 14:04:34,8.0,1000000,3.140136,0.0014566535897930777
