j,job_id,timestamp,N,pi_est,error
1,5,2026-06-16 13:48:21,1000,3.216,0.07440734641020708
2,0,2026-06-16 13:48:21,2000,3.178,0.03640734641020682
3,1,2026-06-16 13:48:21,3000,3.1493333333333333,0.007740679743540202
4,66,2026-06-16 13:48:22,4000,3.139,0.0025926535897933256
5,8,2026-06-16 13:48:22,5000,3.1424,0.000807346410206744
6,12,2026-06-16 13:48:22,6000,3.142,0.0004073464102067881
7,13,2026-06-16 13:48:22,7000,3.157714285714286,0.016121632124492802
8,39,2026-06-16 13:48:22,8000,3.155,0.013407346410206689
9,10,2026-06-16 13:48:22,9000,3.159111111111111,0.017518457521318087
10,38,2026-06-16 13:48:22,10000,3.1556,0.014007346410207067
11,28,2026-06-16 13:48:22,11000,3.146181818181818,0.0045891645920250745
12,33,2026-06-16 13:48:22,12000,3.1443333333333334,0.0027406797435403085
13,27,2026-06-16 13:48:22,13000,3.142153846153846,0.0005611925640529591
14,31,2026-06-16 13:48:22,14000,3.146,0.004407346410206792
15,21,2026-06-16 13:48:22,15000,3.1458666666666666,0.004274013076873473
16,34,2026-06-16 13:48:22,16000,3.14675,0.00515734641020682
17,36,2026-06-16 13:48:22,17000,3.1496470588235295,0.00805440523373635
18,22,2026-06-16 13:48:22,18000,3.1484444444444444,0.006851790854651263
19,23,2026-06-16 13:48:22,19000,3.148,0.0064073464102070155
20,6,2026-06-16 13:48:22,20000,3.1494,0.007807346410206861
21,44,2026-06-16 13:48:22,21000,3.147047619047619,0.005454965457825978
22,45,2026-06-16 13:48:22,22000,3.148909090909091,0.007316437319297986
23,43,2026-06-16 13:48:22,23000,3.152,0.010407346410207019
24,41,2026-06-16 13:48:22,24000,3.152,0.010407346410207019
25,40,2026-06-16 13:48:22,25000,3.14624,0.004647346410207032
26,180,2026-06-16 13:48:23,26000,3.147076923076923,0.005484269487129989
27,194,2026-06-16 13:48:23,27000,3.1493333333333333,0.007740679743540202
28,71,2026-06-16 13:48:23,28000,3.150714285714286,0.009121632124492685
29,58,2026-06-16 13:48:23,29000,3.1511724137931036,0.009579760203310528
30,154,2026-06-16 13:48:23,30000,3.1512,0.009607346410206663
31,99,2026-06-16 13:48:23,31000,3.152,0.010407346410207019
32,72,2026-06-16 13:48:23,32000,3.153375,0.011782346410206923
33,196,2026-06-16 13:48:23,33000,3.1515151515151514,0.009922497925358265
34,151,2026-06-16 13:48:23,34000,3.1535294117647057,0.011936758174912576
35,192,2026-06-16 13:48:23,35000,3.155542857142857,0.013950203553064089
36,88,2026-06-16 13:48:23,36000,3.155,0.013407346410206689
