j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,8,2026-06-24 13:39:06,2026-06-24 13:46:42,457.0,100,3.08,0.061592653589793045
2,15,2026-06-24 13:39:06,2026-06-24 13:46:42,457.0,200,3.0,0.14159265358979312
3,4,2026-06-24 13:39:06,2026-06-24 13:46:42,457.0,300,3.08,0.061592653589793045
4,1,2026-06-24 13:39:05,2026-06-24 13:46:42,457.0,400,3.13,0.011592653589793223
5,3,2026-06-24 13:39:06,2026-06-24 13:46:42,457.0,500,3.168,0.026407346410207033
6,12,2026-06-24 13:39:06,2026-06-24 13:46:43,458.0,600,3.12,0.02159265358979301
7,13,2026-06-24 13:39:06,2026-06-24 13:46:43,458.0,700,3.1314285714285712,0.010164082161221888
8,11,2026-06-24 13:39:06,2026-06-24 13:46:43,458.0,800,3.18,0.038407346410207044
9,29,2026-06-24 13:39:06,2026-06-24 13:46:43,458.0,900,3.16,0.018407346410207026
10,17,2026-06-24 13:39:06,2026-06-24 13:46:43,458.0,1000,3.152,0.010407346410207019
11,16,2026-06-24 13:39:06,2026-06-24 13:46:43,458.0,1100,3.1672727272727275,0.025680073682934346
12,26,2026-06-24 13:39:06,2026-06-24 13:46:43,458.0,1200,3.1466666666666665,0.005074013076873385
13,18,2026-06-24 13:39:06,2026-06-24 13:46:43,458.0,1300,3.147692307692308,0.006099654102514673
14,30,2026-06-24 13:39:06,2026-06-24 13:46:43,458.0,1400,3.1542857142857144,0.012693060695921243
15,25,2026-06-24 13:39:06,2026-06-24 13:46:43,458.0,1500,3.1573333333333333,0.01574067974354021
16,19,2026-06-24 13:39:06,2026-06-24 13:46:43,458.0,1600,3.16,0.018407346410207026
17,21,2026-06-24 13:39:06,2026-06-24 13:46:43,458.0,1700,3.1505882352941175,0.008995581704324351
18,35,2026-06-24 13:39:06,2026-06-24 13:46:43,458.0,1800,3.151111111111111,0.00951845752131808
19,20,2026-06-24 13:39:06,2026-06-24 13:46:43,458.0,1900,3.1473684210526316,0.005775767462838477
20,22,2026-06-24 13:39:06,2026-06-24 13:46:43,458.0,2000,3.146,0.004407346410206792
21,23,2026-06-24 13:39:06,2026-06-24 13:46:43,458.0,2100,3.139047619047619,0.0025450345421740295
22,45,2026-06-24 13:39:06,2026-06-24 13:46:43,458.0,2200,3.1418181818181816,0.00022552822838850517
23,0,2026-06-24 13:39:05,2026-06-24 13:46:43,458.0,2300,3.139130434782609,0.0024622188071843354
24,43,2026-06-24 13:39:06,2026-06-24 13:46:43,458.0,2400,3.1366666666666667,0.004925986923126402
25,2,2026-06-24 13:39:06,2026-06-24 13:46:43,458.0,2500,3.1376,0.003992653589793171
26,28,2026-06-24 13:39:06,2026-06-24 13:46:44,459.0,2600,3.1338461538461537,0.00774649974363939
27,32,2026-06-24 13:39:06,2026-06-24 13:46:44,459.0,2700,3.1481481481481484,0.006555494558355246
28,24,2026-06-24 13:39:06,2026-06-24 13:46:44,459.0,2800,3.1471428571428572,0.005550203553064126
29,31,2026-06-24 13:39:06,2026-06-24 13:46:44,459.0,2900,3.1448275862068966,0.003234932617103503
30,44,2026-06-24 13:39:06,2026-06-24 13:46:44,459.0,3000,3.1453333333333333,0.0037406797435401984
31,47,2026-06-24 13:39:06,2026-06-24 13:46:44,459.0,3100,3.1354838709677417,0.00610878262205139
32,52,2026-06-24 13:39:06,2026-06-24 13:46:44,459.0,3200,3.135,0.006592653589793329
33,71,2026-06-24 13:39:06,2026-06-24 13:46:45,460.0,3300,3.1333333333333333,0.008259320256459812
34,65,2026-06-24 13:39:06,2026-06-24 13:46:45,460.0,3400,3.1305882352941174,0.011004418295675666
35,66,2026-06-24 13:39:06,2026-06-24 13:46:45,460.0,3500,3.137142857142857,0.004449796446936105
36,88,2026-06-24 13:39:06,2026-06-24 13:46:45,460.0,3600,3.14,0.0015926535897929917
37,48,2026-06-24 13:39:06,2026-06-24 13:46:45,460.0,3700,3.1405405405405404,0.0010521130492526787
38,38,2026-06-24 13:39:06,2026-06-24 13:46:45,460.0,3800,3.142105263157895,0.0005126095681018406
39,33,2026-06-24 13:39:06,2026-06-24 13:46:45,460.0,3900,3.1466666666666665,0.005074013076873385
40,27,2026-06-24 13:39:06,2026-06-24 13:46:45,460.0,4000,3.148,0.0064073464102070155
