j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,0,2026-06-24 14:04:24,2026-06-24 14:04:28,4.0,100000,3.13956,0.0020326535897932096
2,2,2026-06-24 14:04:24,2026-06-24 14:04:28,4.0,200000,3.14032,0.0012726535897931157
3,9,2026-06-24 14:04:24,2026-06-24 14:04:29,5.0,300000,3.1388933333333333,0.002699320256459803
4,6,2026-06-24 14:04:24,2026-06-24 14:04:29,5.0,400000,3.1395,0.0020926535897931586
5,7,2026-06-24 14:04:24,2026-06-24 14:04:29,5.0,500000,3.139368,0.0022246535897929576
6,5,2026-06-24 14:04:24,2026-06-24 14:04:29,5.0,600000,3.13866,0.0029326535897933326
7,4,2026-06-24 14:04:24,2026-06-24 14:04:29,5.0,700000,3.140177142857143,0.001415510732650116
8,3,2026-06-24 14:04:24,2026-06-24 14:04:29,5.0,800000,3.14028,0.0013126535897929337
9,8,2026-06-24 14:04:24,2026-06-24 14:04:30,6.0,900000,3.1406044444444445,0.0009882091453485842
10,1,2026-06-24 14:04:24,2026-06-24 14:04:34,10.0,1000000,3.14142,0.00017265358979301482
