j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,7,2026-06-24 14:08:18,2026-06-24 14:18:19,601.0,100000,3.13852,0.0030726535897929175
2,0,2026-06-24 14:08:18,2026-06-24 14:18:19,601.0,200000,3.13736,0.004232653589792967
3,6,2026-06-24 14:08:18,2026-06-24 14:18:20,602.0,300000,3.1394266666666666,0.0021659869231265283
4,5,2026-06-24 14:08:18,2026-06-24 14:18:20,602.0,400000,3.13989,0.0017026535897932682
5,3,2026-06-24 14:08:18,2026-06-24 14:18:20,602.0,500000,3.141024,0.0005686535897932998
6,8,2026-06-24 14:08:18,2026-06-24 14:18:25,607.0,600000,3.1418333333333335,0.0002406797435403618
7,2,2026-06-24 14:08:18,2026-06-24 14:18:25,607.0,700000,3.1420057142857143,0.00041306069592117467
8,9,2026-06-24 14:08:18,2026-06-24 14:18:26,608.0,800000,3.142155,0.0005623464102066933
9,4,2026-06-24 14:08:18,2026-06-24 14:18:45,627.0,900000,3.1420844444444445,0.0004917908546513416
10,1,2026-06-24 14:08:18,2026-06-24 14:18:45,627.0,1000000,3.141448,0.00014465358979309784
