j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,8,2026-06-04 08:54:25,2026-06-04 08:56:32,127.0,10000,3.1248,0.016792653589793094
2,61,2026-06-04 08:54:25,2026-06-04 08:56:32,127.0,20000,3.1212,0.02039265358979314
3,13,2026-06-04 08:54:25,2026-06-04 08:56:32,127.0,30000,3.1292,0.012392653589793134
4,32,2026-06-04 08:54:25,2026-06-04 08:56:32,127.0,40000,3.1312,0.01039265358979291
5,19,2026-06-04 08:54:25,2026-06-04 08:56:32,127.0,50000,3.13696,0.004632653589792923
6,35,2026-06-04 08:54:25,2026-06-04 08:56:32,127.0,60000,3.1370666666666667,0.004525986923126446
7,37,2026-06-04 08:54:25,2026-06-04 08:56:32,127.0,70000,3.138114285714286,0.00347836787550726
8,5,2026-06-04 08:54:25,2026-06-04 08:56:32,127.0,80000,3.1407,0.0008926535897932908
9,4,2026-06-04 08:54:25,2026-06-04 08:56:32,127.0,90000,3.1397333333333335,0.001859320256459629
10,1,2026-06-04 08:54:25,2026-06-04 08:56:32,127.0,100000,3.13808,0.0035126535897931355
11,54,2026-06-04 08:54:25,2026-06-04 08:56:32,127.0,110000,3.1371272727272728,0.004465380862520352
12,99,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,120000,3.1363333333333334,0.005259320256459699
13,66,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,130000,3.136615384615385,0.004977268974408311
14,67,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,140000,3.134457142857143,0.007135510732650285
15,62,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,150000,3.1345066666666668,0.007085986923126342
16,89,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,160000,3.13525,0.006342653589793024
17,74,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,170000,3.135011764705882,0.006580888883910951
18,49,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,180000,3.132311111111111,0.00928154247868207
19,38,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,190000,3.1337894736842107,0.007803179905582436
20,14,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,200000,3.13538,0.00621265358979306
21,28,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,210000,3.135409523809524,0.0061831297802692475
22,29,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,220000,3.1361818181818184,0.005410835407974712
23,15,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,230000,3.135878260869565,0.005714392720228112
24,33,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,240000,3.1365,0.005092653589793272
25,31,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,250000,3.136272,0.005320653589793167
26,21,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,260000,3.137030769230769,0.004561884359024049
27,34,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,270000,3.137348148148148,0.004244505441644897
28,36,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,280000,3.1375571428571427,0.004035510732650405
29,22,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,290000,3.13751724137931,0.004075412210482909
30,23,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,300000,3.1380933333333334,0.003499320256459715
31,78,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,310000,3.138516129032258,0.003076524557535265
32,50,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,320000,3.1391625,0.0024301535897932602
33,44,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,330000,3.1390666666666664,0.0025259869231266663
34,79,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,340000,3.1390823529411764,0.0025103006486166812
35,92,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,350000,3.139062857142857,0.0025297964469359613
36,7,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,360000,3.1389555555555555,0.002637098034237617
37,47,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,370000,3.1390594594594594,0.0025331941303337047
38,53,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,380000,3.139273684210526,0.0023189693792668997
39,46,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,390000,3.1399384615384616,0.001654192051331549
40,85,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,400000,3.14023,0.0013626535897932612
41,0,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,410000,3.1398926829268294,0.001699970662963679
42,81,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,420000,3.1400285714285716,0.0015640821612215028
43,42,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,430000,3.1400279069767443,0.0015647466130488397
44,94,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,440000,3.1398727272727274,0.0017199263170657453
45,3,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,450000,3.1399733333333333,0.001619320256459833
46,41,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,460000,3.139782608695652,0.0018100448941411607
47,69,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,470000,3.139685106382979,0.0019075472068141863
48,2,2026-06-04 08:54:25,2026-06-04 08:56:33,128.0,480000,3.139666666666667,0.0019259869231262883
49,71,2026-06-04 08:54:25,2026-06-04 08:56:34,129.0,490000,3.1399918367346937,0.001600816855099385
50,64,2026-06-04 08:54:25,2026-06-04 08:56:34,129.0,500000,3.140096,0.0014966535897928956
51,58,2026-06-04 08:54:25,2026-06-04 08:56:34,129.0,510000,3.140227450980392,0.001365202609401095
52,72,2026-06-04 08:54:25,2026-06-04 08:56:34,129.0,520000,3.1402,0.0013926535897930137
53,98,2026-06-04 08:54:25,2026-06-04 08:56:34,129.0,530000,3.140264150943396,0.0013285026463969452
54,9,2026-06-04 08:54:25,2026-06-04 08:56:34,129.0,540000,3.1405555555555558,0.0010370980342373493
55,88,2026-06-04 08:54:25,2026-06-04 08:56:34,129.0,550000,3.140756363636364,0.0008362899534293255
56,76,2026-06-04 08:54:25,2026-06-04 08:56:34,129.0,560000,3.14055,0.0010426535897929412
57,60,2026-06-04 08:54:25,2026-06-04 08:56:34,129.0,570000,3.1408842105263157,0.000708443063477393
58,48,2026-06-04 08:54:25,2026-06-04 08:56:34,129.0,580000,3.1406275862068966,0.0009650673828964784
59,12,2026-06-04 08:54:25,2026-06-04 08:56:34,129.0,590000,3.1409762711864406,0.000616382403352489
60,27,2026-06-04 08:54:25,2026-06-04 08:56:34,129.0,600000,3.14126,0.00033265358979317483
61,26,2026-06-04 08:54:25,2026-06-04 08:56:34,129.0,610000,3.1411475409836065,0.0004451126061866262
62,18,2026-06-04 08:54:25,2026-06-04 08:56:34,129.0,620000,3.1416064516129034,1.3798023110300761e-05
63,24,2026-06-04 08:54:25,2026-06-04 08:56:34,129.0,630000,3.141625396825397,3.274323560376047e-05
64,30,2026-06-04 08:54:25,2026-06-04 08:56:34,129.0,640000,3.1419125,0.000319846410206992
65,25,2026-06-04 08:54:25,2026-06-04 08:56:34,129.0,650000,3.142116923076923,0.0005242694871299136
66,20,2026-06-04 08:54:25,2026-06-04 08:56:34,129.0,660000,3.1419151515151515,0.0003224979253584337
67,6,2026-06-04 08:54:25,2026-06-04 08:56:34,129.0,670000,3.142131343283582,0.0005386896937888963
