j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,9,2026-06-24 14:04:23,2026-06-24 14:04:28,5.0,100000,3.14176,0.00016734641020699215
2,8,2026-06-24 14:04:23,2026-06-24 14:04:28,5.0,200000,3.14546,0.0038673464102068067
3,5,2026-06-24 14:04:23,2026-06-24 14:04:28,5.0,300000,3.14212,0.000527346410206686
4,4,2026-06-24 14:04:23,2026-06-24 14:04:28,5.0,400000,3.14045,0.0011426535897931522
5,3,2026-06-24 14:04:23,2026-06-24 14:04:28,5.0,500000,3.140912,0.0006806535897929678
6,6,2026-06-24 14:04:23,2026-06-24 14:04:29,6.0,600000,3.1403533333333336,0.001239320256459564
7,7,2026-06-24 14:04:23,2026-06-24 14:04:29,6.0,700000,3.1418628571428573,0.00027020355306417443
8,0,2026-06-24 14:04:23,2026-06-24 14:04:29,6.0,800000,3.143505,0.0019123464102070997
9,1,2026-06-24 14:04:23,2026-06-24 14:04:29,6.0,900000,3.1431733333333334,0.0015806797435402586
10,2,2026-06-24 14:04:23,2026-06-24 14:04:30,7.0,1000000,3.143296,0.001703346410206752
