j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,66,2026-06-04 09:15:18,2026-06-04 09:17:20,122.0,10000,3.1244,0.01719265358979305
2,9,2026-06-04 09:15:18,2026-06-04 09:17:20,122.0,20000,3.152,0.010407346410207019
3,49,2026-06-04 09:15:18,2026-06-04 09:17:20,122.0,30000,3.1444,0.002807346410206968
4,13,2026-06-04 09:15:18,2026-06-04 09:17:20,122.0,40000,3.1377,0.0038926535897929604
5,11,2026-06-04 09:15:18,2026-06-04 09:17:20,122.0,50000,3.1428,0.0012073464102067
6,10,2026-06-04 09:15:18,2026-06-04 09:17:20,122.0,60000,3.1456666666666666,0.004074013076873495
7,27,2026-06-04 09:15:18,2026-06-04 09:17:20,122.0,70000,3.1464,0.004807346410206748
8,18,2026-06-04 09:15:18,2026-06-04 09:17:20,122.0,80000,3.14585,0.004257346410206697
9,24,2026-06-04 09:15:18,2026-06-04 09:17:20,122.0,90000,3.1448,0.003207346410206924
10,31,2026-06-04 09:15:18,2026-06-04 09:17:20,122.0,100000,3.14492,0.0033273464102068218
11,19,2026-06-04 09:15:18,2026-06-04 09:17:20,122.0,110000,3.1432363636363636,0.0016437100465704901
12,21,2026-06-04 09:15:18,2026-06-04 09:17:20,122.0,120000,3.1439666666666666,0.00237401307687346
13,22,2026-06-04 09:15:18,2026-06-04 09:17:20,122.0,130000,3.1439076923076925,0.002315038717899398
14,44,2026-06-04 09:15:18,2026-06-04 09:17:20,122.0,140000,3.1440571428571427,0.0024644892673495455
15,91,2026-06-04 09:15:18,2026-06-04 09:17:20,122.0,150000,3.1446133333333335,0.0030206797435403665
16,41,2026-06-04 09:15:18,2026-06-04 09:17:20,122.0,160000,3.143825,0.0022323464102069757
17,2,2026-06-04 09:15:18,2026-06-04 09:17:20,122.0,170000,3.1444470588235296,0.002854405233736479
18,59,2026-06-04 09:15:18,2026-06-04 09:17:21,123.0,180000,3.145,0.0034073464102069018
19,70,2026-06-04 09:15:18,2026-06-04 09:17:21,123.0,190000,3.1453894736842107,0.003796820094417619
20,58,2026-06-04 09:15:18,2026-06-04 09:17:21,123.0,200000,3.14538,0.0037873464102067267
21,67,2026-06-04 09:15:18,2026-06-04 09:17:21,123.0,210000,3.147390476190476,0.005797822600682956
22,89,2026-06-04 09:15:18,2026-06-04 09:17:21,123.0,220000,3.1463454545454543,0.004752800955661218
23,61,2026-06-04 09:15:18,2026-06-04 09:17:21,123.0,230000,3.1458608695652175,0.004268215975424372
24,12,2026-06-04 09:15:18,2026-06-04 09:17:21,123.0,240000,3.1453,0.0037073464102070908
25,15,2026-06-04 09:15:18,2026-06-04 09:17:21,123.0,250000,3.14544,0.0038473464102066757
26,33,2026-06-04 09:15:18,2026-06-04 09:17:21,123.0,260000,3.1462923076923075,0.004699654102514383
27,32,2026-06-04 09:15:18,2026-06-04 09:17:21,123.0,270000,3.1462962962962964,0.004703642706503253
28,35,2026-06-04 09:15:18,2026-06-04 09:17:21,123.0,280000,3.1461428571428574,0.004550203553064236
29,37,2026-06-04 09:15:18,2026-06-04 09:17:21,123.0,290000,3.1457655172413794,0.0041728636515863116
30,93,2026-06-04 09:15:18,2026-06-04 09:17:21,123.0,300000,3.1444,0.002807346410206968
31,87,2026-06-04 09:15:18,2026-06-04 09:17:21,123.0,310000,3.1445290322580646,0.0029363786682714554
32,51,2026-06-04 09:15:18,2026-06-04 09:17:21,123.0,320000,3.144225,0.0026323464102069316
33,86,2026-06-04 09:15:18,2026-06-04 09:17:21,123.0,330000,3.144630303030303,0.003037649440509771
34,85,2026-06-04 09:15:18,2026-06-04 09:17:21,123.0,340000,3.1440588235294116,0.0024661699396184567
35,1,2026-06-04 09:15:18,2026-06-04 09:17:21,123.0,350000,3.14392,0.002327346410206932
36,3,2026-06-04 09:15:18,2026-06-04 09:17:21,123.0,360000,3.1441444444444446,0.0025517908546515145
37,82,2026-06-04 09:15:18,2026-06-04 09:17:21,123.0,370000,3.1443135135135134,0.002720859923720287
38,55,2026-06-04 09:15:18,2026-06-04 09:17:21,123.0,380000,3.144442105263158,0.002849451673364811
39,54,2026-06-04 09:15:18,2026-06-04 09:17:21,123.0,390000,3.1450666666666667,0.003474013076873561
40,64,2026-06-04 09:15:18,2026-06-04 09:17:22,124.0,400000,3.14518,0.0035873464102067487
41,99,2026-06-04 09:15:18,2026-06-04 09:17:22,124.0,410000,3.144858536585366,0.003265882995572955
42,73,2026-06-04 09:15:18,2026-06-04 09:17:22,124.0,420000,3.144847619047619,0.003254965457825776
43,98,2026-06-04 09:15:18,2026-06-04 09:17:22,124.0,430000,3.145172093023256,0.0035794394334627277
44,88,2026-06-04 09:15:18,2026-06-04 09:17:22,124.0,440000,3.144709090909091,0.0031164373192980044
45,63,2026-06-04 09:15:18,2026-06-04 09:17:22,124.0,450000,3.144346666666667,0.002754013076873729
46,77,2026-06-04 09:15:18,2026-06-04 09:17:22,124.0,460000,3.1442869565217393,0.0026943029319461687
47,76,2026-06-04 09:15:18,2026-06-04 09:17:22,124.0,470000,3.143931914893617,0.002339261303824003
48,8,2026-06-04 09:15:18,2026-06-04 09:17:22,124.0,480000,3.14355,0.0019573464102067284
49,60,2026-06-04 09:15:18,2026-06-04 09:17:22,124.0,490000,3.1436244897959185,0.002031836206125348
50,48,2026-06-04 09:15:18,2026-06-04 09:17:22,124.0,500000,3.143256,0.001663346410206934
