j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,8,2026-06-24 14:04:30,2026-06-24 14:04:35,5.0,100000,3.14252,0.0009273464102070861
2,7,2026-06-24 14:04:30,2026-06-24 14:04:35,5.0,200000,3.14274,0.001147346410206751
3,5,2026-06-24 14:04:30,2026-06-24 14:04:35,5.0,300000,3.1453066666666665,0.003714013076873357
4,4,2026-06-24 14:04:30,2026-06-24 14:04:35,5.0,400000,3.14424,0.002647346410206808
5,0,2026-06-24 14:04:30,2026-06-24 14:04:35,5.0,500000,3.146032,0.004439346410206824
6,1,2026-06-24 14:04:30,2026-06-24 14:04:35,5.0,600000,3.14552,0.003927346410206756
7,3,2026-06-24 14:04:30,2026-06-24 14:04:35,5.0,700000,3.1449028571428572,0.003310203553064106
8,2,2026-06-24 14:04:30,2026-06-24 14:04:35,5.0,800000,3.14421,0.0026173464102070554
9,9,2026-06-24 14:04:30,2026-06-24 14:04:36,6.0,900000,3.1439333333333335,0.0023406797435403526
10,6,2026-06-24 14:04:30,2026-06-24 14:04:36,6.0,1000000,3.143392,0.001799346410206848
