j,job_id,submit_time,execute_time,timestamp,queue_wait_s,turnaround_s,memory_usage_mb,N,pi_est,error
1,0,2026-07-14 15:20:57,2026-07-14 15:21:32,2026-07-14 15:21:32,35.0,35.0,0,100,3.28,0.1384073464102067
2,1,2026-07-14 15:20:57,2026-07-14 15:21:32,2026-07-14 15:21:32,35.0,35.0,0,200,3.28,0.1384073464102067
3,3,2026-07-14 15:20:58,2026-07-14 15:21:32,2026-07-14 15:21:32,35.0,35.0,0,300,3.24,0.0984073464102071
4,2,2026-07-14 15:20:58,2026-07-14 15:21:32,2026-07-14 15:21:32,35.0,35.0,0,400,3.19,0.04840734641020683
5,8,2026-07-14 15:20:59,2026-07-14 15:21:33,2026-07-14 15:21:33,36.0,36.0,0,500,3.16,0.018407346410207026
6,6,2026-07-14 15:20:58,2026-07-14 15:21:33,2026-07-14 15:21:33,36.0,36.0,0,600,3.1666666666666665,0.025074013076873403
7,7,2026-07-14 15:20:58,2026-07-14 15:21:33,2026-07-14 15:21:33,36.0,36.0,0,700,3.182857142857143,0.04126448926734971
8,5,2026-07-14 15:20:58,2026-07-14 15:21:33,2026-07-14 15:21:33,36.0,36.0,0,800,3.195,0.053407346410206724
9,4,2026-07-14 15:20:58,2026-07-14 15:21:32,2026-07-14 15:21:33,35.0,36.0,0,900,3.1955555555555555,0.053962901965762367
10,9,2026-07-14 15:20:59,2026-07-14 15:21:33,2026-07-14 15:21:34,36.0,37.0,0,1000,3.184,0.04240734641020705
11,12,2026-07-14 15:20:57,2026-07-14 15:21:34,2026-07-14 15:21:34,37.0,37.0,0,1100,3.16,0.018407346410207026
12,13,2026-07-14 15:20:57,2026-07-14 15:21:34,2026-07-14 15:21:34,37.0,37.0,0,1200,3.1633333333333336,0.021740679743540436
13,11,2026-07-14 15:20:57,2026-07-14 15:21:34,2026-07-14 15:21:34,37.0,37.0,0,1300,3.144615384615385,0.003022731025591696
14,10,2026-07-14 15:20:57,2026-07-14 15:21:33,2026-07-14 15:21:34,36.0,37.0,0,1400,3.1314285714285712,0.010164082161221888
15,14,2026-07-14 15:20:57,2026-07-14 15:21:34,2026-07-14 15:21:35,37.0,38.0,0,1500,3.1253333333333333,0.01625932025645982
16,15,2026-07-14 15:20:57,2026-07-14 15:21:34,2026-07-14 15:21:35,37.0,38.0,0,1600,3.125,0.016592653589793116
17,17,2026-07-14 15:20:57,2026-07-14 15:21:35,2026-07-14 15:21:35,38.0,38.0,0,1700,3.1223529411764708,0.01923971241332234
18,16,2026-07-14 15:20:57,2026-07-14 15:21:35,2026-07-14 15:21:35,38.0,38.0,0,1800,3.1222222222222222,0.019370431367570884
19,18,2026-07-14 15:20:57,2026-07-14 15:21:35,2026-07-14 15:21:35,38.0,38.0,0,1900,3.136842105263158,0.00475054832663524
20,19,2026-07-14 15:20:58,2026-07-14 15:21:35,2026-07-14 15:21:36,38.0,39.0,0,2000,3.13,0.011592653589793223
21,21,2026-07-14 15:20:58,2026-07-14 15:21:35,2026-07-14 15:21:36,38.0,39.0,0,2100,3.1276190476190475,0.013973605970745595
22,20,2026-07-14 15:20:58,2026-07-14 15:21:35,2026-07-14 15:21:36,38.0,39.0,0,2200,3.129090909090909,0.012501744498884193
23,22,2026-07-14 15:20:58,2026-07-14 15:21:36,2026-07-14 15:21:36,39.0,39.0,0,2300,3.1339130434782607,0.007679610111532398
24,23,2026-07-14 15:20:58,2026-07-14 15:21:36,2026-07-14 15:21:36,39.0,39.0,0,2400,3.1283333333333334,0.013259320256459706
25,28,2026-07-14 15:20:58,2026-07-14 15:21:37,2026-07-14 15:21:37,40.0,40.0,0,2500,3.1328,0.008792653589793087
26,29,2026-07-14 15:20:58,2026-07-14 15:21:37,2026-07-14 15:21:37,40.0,40.0,0,2600,3.144615384615385,0.003022731025591696
27,27,2026-07-14 15:20:58,2026-07-14 15:21:37,2026-07-14 15:21:37,40.0,40.0,0,2700,3.1466666666666665,0.005074013076873385
28,26,2026-07-14 15:20:58,2026-07-14 15:21:36,2026-07-14 15:21:37,39.0,40.0,0,2800,3.1585714285714284,0.016978774981635247
29,24,2026-07-14 15:20:58,2026-07-14 15:21:36,2026-07-14 15:21:37,39.0,40.0,0,2900,3.1503448275862067,0.008752173996413593
30,25,2026-07-14 15:20:58,2026-07-14 15:21:36,2026-07-14 15:21:37,39.0,40.0,0,3000,3.1493333333333333,0.007740679743540202
31,33,2026-07-14 15:20:58,2026-07-14 15:21:38,2026-07-14 15:21:38,41.0,41.0,0,3100,3.153548387096774,0.01195573350698087
32,32,2026-07-14 15:20:58,2026-07-14 15:21:38,2026-07-14 15:21:38,41.0,41.0,0,3200,3.155,0.013407346410206689
33,30,2026-07-14 15:20:58,2026-07-14 15:21:37,2026-07-14 15:21:38,40.0,41.0,0,3300,3.153939393939394,0.012346740349600704
34,31,2026-07-14 15:20:58,2026-07-14 15:21:38,2026-07-14 15:21:38,41.0,41.0,0,3400,3.1576470588235295,0.016054405233736357
35,34,2026-07-14 15:20:58,2026-07-14 15:21:38,2026-07-14 15:21:38,41.0,41.0,0,3500,3.1554285714285712,0.013835917838778133
36,39,2026-07-14 15:20:58,2026-07-14 15:21:39,2026-07-14 15:21:39,42.0,42.0,0,3600,3.161111111111111,0.019518457521317867
37,38,2026-07-14 15:20:58,2026-07-14 15:21:39,2026-07-14 15:21:39,42.0,42.0,0,3700,3.158918918918919,0.017326265329125956
38,35,2026-07-14 15:20:58,2026-07-14 15:21:38,2026-07-14 15:21:39,41.0,42.0,0,3800,3.1578947368421053,0.016302083252312194
39,36,2026-07-14 15:20:58,2026-07-14 15:21:38,2026-07-14 15:21:39,41.0,42.0,0,3900,3.157948717948718,0.016356064358924893
40,37,2026-07-14 15:20:58,2026-07-14 15:21:39,2026-07-14 15:21:39,42.0,42.0,0,4000,3.16,0.018407346410207026
41,44,2026-07-14 15:20:58,2026-07-14 15:21:40,2026-07-14 15:21:40,43.0,43.0,0,4100,3.1609756097560977,0.019382956166304588
42,45,2026-07-14 15:20:58,2026-07-14 15:21:40,2026-07-14 15:21:40,43.0,43.0,0,4200,3.162857142857143,0.021264489267349695
43,42,2026-07-14 15:20:58,2026-07-14 15:21:39,2026-07-14 15:21:40,42.0,43.0,0,4300,3.168372093023256,0.026779439433462837
44,43,2026-07-14 15:20:58,2026-07-14 15:21:40,2026-07-14 15:21:40,43.0,43.0,0,4400,3.1663636363636365,0.024770982773843375
45,41,2026-07-14 15:20:58,2026-07-14 15:21:39,2026-07-14 15:21:40,42.0,43.0,0,4500,3.1706666666666665,0.029074013076873406
46,40,2026-07-14 15:20:58,2026-07-14 15:21:39,2026-07-14 15:21:40,42.0,43.0,0,4600,3.170434782608696,0.028842129018902707
47,48,2026-07-14 15:20:58,2026-07-14 15:21:40,2026-07-14 15:21:41,43.0,44.0,0,4700,3.1736170212765957,0.03202436768680261
48,47,2026-07-14 15:20:58,2026-07-14 15:21:40,2026-07-14 15:21:41,43.0,44.0,0,4800,3.1758333333333333,0.03424067974354017
49,46,2026-07-14 15:20:58,2026-07-14 15:21:40,2026-07-14 15:21:41,43.0,44.0,0,4900,3.1755102040816325,0.03391755049183942
50,49,2026-07-14 15:20:58,2026-07-14 15:21:41,2026-07-14 15:21:42,44.0,45.0,0,5000,3.1688,0.027207346410206945
51,50,2026-07-14 15:20:58,2026-07-14 15:21:41,2026-07-14 15:21:42,44.0,45.0,0,5100,3.1733333333333333,0.03174067974354022
52,51,2026-07-14 15:20:58,2026-07-14 15:21:41,2026-07-14 15:21:42,44.0,45.0,0,5200,3.170769230769231,0.029176577179437668
53,53,2026-07-14 15:20:58,2026-07-14 15:21:42,2026-07-14 15:21:43,45.0,46.0,0,5300,3.172075471698113,0.030482818108319876
54,52,2026-07-14 15:20:58,2026-07-14 15:21:42,2026-07-14 15:21:43,45.0,46.0,0,5400,3.1755555555555555,0.03396290196576235
55,56,2026-07-14 15:20:58,2026-07-14 15:21:43,2026-07-14 15:21:43,46.0,46.0,0,5500,3.1745454545454543,0.03295280095566122
56,55,2026-07-14 15:20:58,2026-07-14 15:21:43,2026-07-14 15:21:43,46.0,46.0,0,5600,3.17,0.028407346410206813
57,54,2026-07-14 15:20:58,2026-07-14 15:21:42,2026-07-14 15:21:43,45.0,46.0,0,5700,3.1691228070175437,0.02753015342775056
58,59,2026-07-14 15:20:58,2026-07-14 15:21:43,2026-07-14 15:21:44,46.0,47.0,0,5800,3.1682758620689655,0.026683208479172382
59,58,2026-07-14 15:20:58,2026-07-14 15:21:43,2026-07-14 15:21:44,46.0,47.0,0,5900,3.1627118644067798,0.021119210816986644
60,62,2026-07-14 15:20:58,2026-07-14 15:21:44,2026-07-14 15:21:44,47.0,47.0,0,6000,3.1606666666666667,0.01907401307687362
61,60,2026-07-14 15:20:58,2026-07-14 15:21:44,2026-07-14 15:21:44,47.0,47.0,0,6100,3.161967213114754,0.020374559524960922
62,61,2026-07-14 15:20:58,2026-07-14 15:21:44,2026-07-14 15:21:44,47.0,47.0,0,6200,3.1574193548387095,0.015826701248916386
63,57,2026-07-14 15:20:58,2026-07-14 15:21:43,2026-07-14 15:21:44,46.0,47.0,0,6300,3.1523809523809523,0.010788298791159168
64,65,2026-07-14 15:20:58,2026-07-14 15:21:45,2026-07-14 15:21:45,48.0,48.0,0,6400,3.148125,0.006532346410206724
65,64,2026-07-14 15:20:58,2026-07-14 15:21:45,2026-07-14 15:21:45,48.0,48.0,0,6500,3.147692307692308,0.006099654102514673
66,66,2026-07-14 15:20:58,2026-07-14 15:21:45,2026-07-14 15:21:45,48.0,48.0,0,6600,3.1484848484848484,0.006892194895055326
67,67,2026-07-14 15:20:58,2026-07-14 15:21:45,2026-07-14 15:21:45,48.0,48.0,0,6700,3.146865671641791,0.00527301805199798
68,63,2026-07-14 15:20:58,2026-07-14 15:21:44,2026-07-14 15:21:45,47.0,48.0,0,6800,3.148823529411765,0.007230875821971683
69,68,2026-07-14 15:20:58,2026-07-14 15:21:45,2026-07-14 15:21:45,48.0,48.0,0,6900,3.1489855072463766,0.007392853656583487
70,71,2026-07-14 15:20:58,2026-07-14 15:21:46,2026-07-14 15:21:46,49.0,49.0,0,7000,3.1474285714285712,0.005835917838778126
71,70,2026-07-14 15:20:58,2026-07-14 15:21:46,2026-07-14 15:21:46,49.0,49.0,0,7100,3.149295774647887,0.007703121058094009
72,72,2026-07-14 15:20:58,2026-07-14 15:21:46,2026-07-14 15:21:46,49.0,49.0,0,7200,3.147777777777778,0.00618512418798467
73,73,2026-07-14 15:20:58,2026-07-14 15:21:46,2026-07-14 15:21:46,49.0,49.0,0,7300,3.1441095890410957,0.0025169354513026043
74,69,2026-07-14 15:20:58,2026-07-14 15:21:45,2026-07-14 15:21:46,48.0,49.0,0,7400,3.1432432432432433,0.0016505896534502185
75,77,2026-07-14 15:20:58,2026-07-14 15:21:47,2026-07-14 15:21:47,50.0,50.0,0,7500,3.1418666666666666,0.00027401307687346943
76,76,2026-07-14 15:20:58,2026-07-14 15:21:47,2026-07-14 15:21:47,50.0,50.0,0,7600,3.143157894736842,0.0015652411470488126
77,74,2026-07-14 15:20:58,2026-07-14 15:21:46,2026-07-14 15:21:47,49.0,50.0,0,7700,3.142857142857143,0.0012644892673496777
78,75,2026-07-14 15:20:58,2026-07-14 15:21:46,2026-07-14 15:21:47,49.0,50.0,0,7800,3.1425641025641027,0.0009714489743095633
79,78,2026-07-14 15:20:58,2026-07-14 15:21:47,2026-07-14 15:21:47,50.0,50.0,0,7900,3.1432911392405063,0.0016984856507131774
80,79,2026-07-14 15:20:59,2026-07-14 15:21:47,2026-07-14 15:21:48,50.0,51.0,0,8000,3.146,0.004407346410206792
81,81,2026-07-14 15:20:59,2026-07-14 15:21:48,2026-07-14 15:21:48,51.0,51.0,0,8100,3.145185185185185,0.003592531595391968
82,80,2026-07-14 15:20:59,2026-07-14 15:21:47,2026-07-14 15:21:48,50.0,51.0,0,8200,3.1453658536585367,0.0037732000687435985
83,82,2026-07-14 15:20:59,2026-07-14 15:21:48,2026-07-14 15:21:48,51.0,51.0,0,8300,3.1421686746987953,0.0005760211090022338
84,83,2026-07-14 15:20:59,2026-07-14 15:21:48,2026-07-14 15:21:48,51.0,51.0,0,8400,3.140952380952381,0.0006402726374119538
85,88,2026-07-14 15:20:59,2026-07-14 15:21:49,2026-07-14 15:21:49,52.0,52.0,0,8500,3.1425882352941175,0.0009955817043243442
86,87,2026-07-14 15:20:59,2026-07-14 15:21:49,2026-07-14 15:21:49,52.0,52.0,0,8600,3.141860465116279,0.00026781152648602813
87,86,2026-07-14 15:20:59,2026-07-14 15:21:49,2026-07-14 15:21:49,52.0,52.0,0,8700,3.145287356321839,0.0036947027320457515
88,84,2026-07-14 15:20:59,2026-07-14 15:21:48,2026-07-14 15:21:49,51.0,52.0,0,8800,3.146818181818182,0.005225528228388843
89,85,2026-07-14 15:20:59,2026-07-14 15:21:48,2026-07-14 15:21:49,51.0,52.0,0,8900,3.1447191011235955,0.0031264475338024234
