j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,0,2026-06-24 14:03:28,2026-06-24 14:03:52,24.0,100000,3.1368,0.004792653589793083
2,1,2026-06-24 14:03:28,2026-06-24 14:03:52,24.0,200000,3.14078,0.0008126535897932108
3,2,2026-06-24 14:03:28,2026-06-24 14:03:52,24.0,300000,3.14416,0.002567346410206728
4,9,2026-06-24 14:03:28,2026-06-24 14:03:55,27.0,400000,3.14548,0.0038873464102069377
5,8,2026-06-24 14:03:28,2026-06-24 14:03:55,27.0,500000,3.144352,0.00275934641020692
6,5,2026-06-24 14:03:28,2026-06-24 14:03:55,27.0,600000,3.14432,0.002727346410206888
7,3,2026-06-24 14:03:28,2026-06-24 14:03:55,27.0,700000,3.143337142857143,0.0017444892673497137
8,6,2026-06-24 14:03:28,2026-06-24 14:03:56,28.0,800000,3.143615,0.002022346410206932
9,7,2026-06-24 14:03:28,2026-06-24 14:03:56,28.0,900000,3.1439422222222224,0.0023495686324292997
10,4,2026-06-24 14:03:28,2026-06-24 14:03:56,28.0,1000000,3.143324,0.001731346410206669
