j,job_id,submit_time,execute_time,timestamp,queue_wait_s,turnaround_s,memory_usage_mb,N,pi_est,error
1,0,2026-07-14 15:59:17,2026-07-14 16:03:09,2026-07-14 16:03:10,232.0,233.0,0,100,3.04,0.10159265358979308
2,1,2026-07-14 15:59:17,2026-07-14 16:03:09,2026-07-14 16:03:10,232.0,233.0,0,200,3.06,0.08159265358979306
3,3,2026-07-14 15:59:17,2026-07-14 16:03:10,2026-07-14 16:03:10,233.0,233.0,0,300,3.1466666666666665,0.005074013076873385
4,2,2026-07-14 15:59:17,2026-07-14 16:03:10,2026-07-14 16:03:10,233.0,233.0,0,400,3.19,0.04840734641020683
5,6,2026-07-14 15:59:18,2026-07-14 16:03:11,2026-07-14 16:03:11,234.0,234.0,0,500,3.176,0.03440734641020704
6,5,2026-07-14 15:59:18,2026-07-14 16:03:11,2026-07-14 16:03:11,234.0,234.0,0,600,3.1666666666666665,0.025074013076873403
7,4,2026-07-14 15:59:17,2026-07-14 16:03:11,2026-07-14 16:03:11,234.0,234.0,0,700,3.1714285714285713,0.029835917838778148
8,9,2026-07-14 15:59:18,2026-07-14 16:03:12,2026-07-14 16:03:12,235.0,235.0,0,800,3.195,0.053407346410206724
9,8,2026-07-14 15:59:18,2026-07-14 16:03:12,2026-07-14 16:03:12,235.0,235.0,0,900,3.2088888888888887,0.06729623529909556
10,7,2026-07-14 15:59:18,2026-07-14 16:03:11,2026-07-14 16:03:12,234.0,235.0,0,1000,3.228,0.08640734641020709
11,11,2026-07-14 15:59:17,2026-07-14 16:03:13,2026-07-14 16:03:13,236.0,236.0,0,1100,3.2181818181818183,0.07658916459202514
12,10,2026-07-14 15:59:17,2026-07-14 16:03:12,2026-07-14 16:03:13,235.0,236.0,0,1200,3.21,0.06840734641020685
13,12,2026-07-14 15:59:17,2026-07-14 16:03:13,2026-07-14 16:03:14,236.0,237.0,0,1300,3.1969230769230768,0.05533042333328364
14,13,2026-07-14 15:59:17,2026-07-14 16:03:14,2026-07-14 16:03:14,237.0,237.0,0,1400,3.2057142857142855,0.0641216321244924
15,15,2026-07-14 15:59:17,2026-07-14 16:03:14,2026-07-14 16:03:14,237.0,237.0,0,1500,3.2,0.05840734641020706
16,14,2026-07-14 15:59:17,2026-07-14 16:03:14,2026-07-14 16:03:15,237.0,238.0,0,1600,3.205,0.06340734641020696
17,17,2026-07-14 15:59:17,2026-07-14 16:03:15,2026-07-14 16:03:15,238.0,238.0,0,1700,3.2,0.05840734641020706
18,16,2026-07-14 15:59:17,2026-07-14 16:03:15,2026-07-14 16:03:15,238.0,238.0,0,1800,3.2066666666666666,0.06507401307687344
19,18,2026-07-14 15:59:17,2026-07-14 16:03:15,2026-07-14 16:03:16,238.0,239.0,0,1900,3.2042105263157894,0.06261787272599628
20,20,2026-07-14 15:59:17,2026-07-14 16:03:16,2026-07-14 16:03:16,239.0,239.0,0,2000,3.202,0.06040734641020684
21,19,2026-07-14 15:59:17,2026-07-14 16:03:16,2026-07-14 16:03:17,239.0,240.0,0,2100,3.2095238095238097,0.06793115593401655
22,21,2026-07-14 15:59:17,2026-07-14 16:03:17,2026-07-14 16:03:17,240.0,240.0,0,2200,3.2018181818181817,0.06022552822838856
23,22,2026-07-14 15:59:17,2026-07-14 16:03:17,2026-07-14 16:03:17,240.0,240.0,0,2300,3.1895652173913045,0.04797256380151138
24,24,2026-07-14 15:59:17,2026-07-14 16:03:18,2026-07-14 16:03:18,241.0,241.0,0,2400,3.185,0.04340734641020694
25,25,2026-07-14 15:59:17,2026-07-14 16:03:18,2026-07-14 16:03:18,241.0,241.0,0,2500,3.1856,0.04400734641020687
26,23,2026-07-14 15:59:17,2026-07-14 16:03:17,2026-07-14 16:03:18,240.0,241.0,0,2600,3.189230769230769,0.047638115640975975
27,28,2026-07-14 15:59:17,2026-07-14 16:03:19,2026-07-14 16:03:19,242.0,242.0,0,2700,3.197037037037037,0.055444383447243784
28,27,2026-07-14 15:59:17,2026-07-14 16:03:18,2026-07-14 16:03:19,241.0,242.0,0,2800,3.182857142857143,0.04126448926734971
