j,job_id,submit_time,execute_time,timestamp,queue_wait_s,turnaround_s,memory_usage_mb,N,pi_est,error
1,0,2026-07-21 13:36:28,2026-07-21 13:36:55,2026-07-21 13:36:55,27.0,27.0,0,1000,3.052,0.08959265358979307
2,1,2026-07-21 13:36:28,2026-07-21 13:36:56,2026-07-21 13:36:56,28.0,28.0,0,2000,3.158,0.016407346410206802
3,2,2026-07-21 13:36:28,2026-07-21 13:36:56,2026-07-21 13:36:57,28.0,29.0,0,3000,3.1466666666666665,0.005074013076873385
4,3,2026-07-21 13:36:28,2026-07-21 13:36:57,2026-07-21 13:36:58,29.0,30.0,0,4000,3.125,0.016592653589793116
5,4,2026-07-21 13:36:28,2026-07-21 13:36:58,2026-07-21 13:36:59,30.0,31.0,0,5000,3.1432,0.0016073464102071
6,6,2026-07-21 13:36:28,2026-07-21 13:37:00,2026-07-21 13:37:00,32.0,32.0,0,6000,3.1333333333333333,0.008259320256459812
7,5,2026-07-21 13:36:28,2026-07-21 13:36:59,2026-07-21 13:37:00,31.0,32.0,0,7000,3.1474285714285712,0.005835917838778126
8,7,2026-07-21 13:36:28,2026-07-21 13:37:01,2026-07-21 13:37:01,33.0,33.0,0,8000,3.1435,0.001907346410206845
9,8,2026-07-21 13:36:28,2026-07-21 13:37:02,2026-07-21 13:37:03,34.0,35.0,0,9000,3.1413333333333333,0.00025932025645980517
10,9,2026-07-21 13:36:28,2026-07-21 13:37:03,2026-07-21 13:37:04,35.0,36.0,0,10000,3.1388,0.0027926535897933036
11,10,2026-07-21 13:36:28,2026-07-21 13:37:04,2026-07-21 13:37:05,36.0,37.0,0,11000,3.1403636363636362,0.00122901722615687
12,11,2026-07-21 13:36:28,2026-07-21 13:37:05,2026-07-21 13:37:06,37.0,38.0,0,12000,3.1466666666666665,0.005074013076873385
13,12,2026-07-21 13:36:28,2026-07-21 13:37:06,2026-07-21 13:37:07,38.0,39.0,0,13000,3.1464615384615384,0.004868884871745305
14,13,2026-07-21 13:36:28,2026-07-21 13:37:07,2026-07-21 13:37:07,39.0,39.0,0,14000,3.141714285714286,0.0001216321244927876
15,14,2026-07-21 13:36:28,2026-07-21 13:37:08,2026-07-21 13:37:08,40.0,40.0,0,15000,3.1413333333333333,0.00025932025645980517
16,15,2026-07-21 13:36:28,2026-07-21 13:37:08,2026-07-21 13:37:09,40.0,41.0,0,16000,3.13925,0.00234265358979302
17,16,2026-07-21 13:36:28,2026-07-21 13:37:09,2026-07-21 13:37:10,41.0,42.0,0,17000,3.140705882352941,0.0008867712368521019
18,17,2026-07-21 13:36:28,2026-07-21 13:37:10,2026-07-21 13:37:11,42.0,43.0,0,18000,3.1375555555555557,0.004037098034237463
19,18,2026-07-21 13:36:28,2026-07-21 13:37:11,2026-07-21 13:37:12,43.0,44.0,0,19000,3.140631578947368,0.0009610746424248973
