j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,2,2026-06-24 14:04:06,2026-06-24 14:04:25,19.0,100000,3.14332,0.001727346410206998
2,1,2026-06-24 14:04:06,2026-06-24 14:04:26,20.0,200000,3.14372,0.002127346410206954
3,5,2026-06-24 14:04:06,2026-06-24 14:04:27,21.0,300000,3.14644,0.00484734641020701
4,4,2026-06-24 14:04:06,2026-06-24 14:04:28,22.0,400000,3.14742,0.0058273464102067685
5,0,2026-06-24 14:04:06,2026-06-24 14:04:28,22.0,500000,3.146144,0.004551346410206936
6,9,2026-06-24 14:04:06,2026-06-24 14:04:29,23.0,600000,3.1462733333333333,0.004680679743540139
7,8,2026-06-24 14:04:06,2026-06-24 14:04:29,23.0,700000,3.1466685714285716,0.0050759178387784765
8,6,2026-06-24 14:04:06,2026-06-24 14:04:29,23.0,800000,3.14652,0.00492734641020709
9,7,2026-06-24 14:04:06,2026-06-24 14:04:29,23.0,900000,3.145977777777778,0.004385124187984868
10,3,2026-06-24 14:04:06,2026-06-24 14:04:29,23.0,1000000,3.1452,0.0036073464102068797
