j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,0,2026-06-24 14:04:30,2026-06-24 14:04:36,6.0,100000,3.14508,0.0034873464102069818
2,1,2026-06-24 14:04:30,2026-06-24 14:04:36,6.0,200000,3.13998,0.0016126535897931227
3,8,2026-06-24 14:04:30,2026-06-24 14:04:37,7.0,300000,3.1393866666666668,0.0022059869231263463
4,6,2026-06-24 14:04:30,2026-06-24 14:04:37,7.0,400000,3.13954,0.0020526535897928966
5,7,2026-06-24 14:04:30,2026-06-24 14:04:37,7.0,500000,3.138248,0.0033446535897931895
6,5,2026-06-24 14:04:30,2026-06-24 14:04:37,7.0,600000,3.1385066666666668,0.003085986923126338
7,4,2026-06-24 14:04:30,2026-06-24 14:04:37,7.0,700000,3.138702857142857,0.0028897964469360993
8,3,2026-06-24 14:04:30,2026-06-24 14:04:37,7.0,800000,3.138815,0.0027776535897929833
9,2,2026-06-24 14:04:30,2026-06-24 14:04:37,7.0,900000,3.139622222222222,0.001970431367571024
10,9,2026-06-24 14:04:30,2026-06-24 14:04:38,8.0,1000000,3.139788,0.0018046535897933147
