j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,4,2026-06-16 13:42:31,2026-06-16 13:42:42,11.0,1000,3.3,0.1584073464102067
2,9,2026-06-16 13:42:31,2026-06-16 13:42:43,12.0,2000,3.214,0.07240734641020685
3,10,2026-06-16 13:42:31,2026-06-16 13:42:43,12.0,3000,3.2213333333333334,0.07974067974354027
4,16,2026-06-16 13:42:31,2026-06-16 13:42:43,12.0,4000,3.197,0.05540734641020695
5,13,2026-06-16 13:42:31,2026-06-16 13:42:44,13.0,5000,3.184,0.04240734641020705
6,14,2026-06-16 13:42:31,2026-06-16 13:42:45,14.0,6000,3.178,0.03640734641020682
7,26,2026-06-16 13:42:31,2026-06-16 13:42:45,14.0,7000,3.1817142857142855,0.04012163212449238
8,19,2026-06-16 13:42:31,2026-06-16 13:42:45,14.0,8000,3.1915,0.04990734641020689
9,28,2026-06-16 13:42:31,2026-06-16 13:42:46,15.0,9000,3.1822222222222223,0.04062956863242917
10,33,2026-06-16 13:42:31,2026-06-16 13:42:46,15.0,10000,3.1792,0.03760734641020669
11,24,2026-06-16 13:42:31,2026-06-16 13:42:46,15.0,11000,3.1825454545454543,0.04095280095566123
12,36,2026-06-16 13:42:31,2026-06-16 13:42:46,15.0,12000,3.1823333333333332,0.04074067974354012
13,44,2026-06-16 13:42:31,2026-06-16 13:42:46,15.0,13000,3.178153846153846,0.03656119256405299
14,45,2026-06-16 13:42:31,2026-06-16 13:42:46,15.0,14000,3.172285714285714,0.030693060695921037
15,47,2026-06-16 13:42:31,2026-06-16 13:42:46,15.0,15000,3.1632,0.021607346410206674
16,59,2026-06-16 13:42:31,2026-06-16 13:42:47,16.0,16000,3.16025,0.018657346410206888
17,61,2026-06-16 13:42:31,2026-06-16 13:42:47,16.0,17000,3.1550588235294117,0.013466169939618577
18,38,2026-06-16 13:42:31,2026-06-16 13:42:47,16.0,18000,3.1526666666666667,0.011074013076873612
19,52,2026-06-16 13:42:31,2026-06-16 13:42:47,16.0,19000,3.152421052631579,0.010828399041785897
20,55,2026-06-16 13:42:31,2026-06-16 13:42:47,16.0,20000,3.1508,0.009207346410206707
21,67,2026-06-16 13:42:31,2026-06-16 13:42:48,17.0,21000,3.1565714285714286,0.014978774981635468
22,49,2026-06-16 13:42:31,2026-06-16 13:42:48,17.0,22000,3.1543636363636365,0.012770982773843365
23,39,2026-06-16 13:42:31,2026-06-16 13:42:48,17.0,23000,3.155130434782609,0.013537781192815679
24,11,2026-06-16 13:42:31,2026-06-16 13:42:48,17.0,24000,3.1531666666666665,0.011574013076873335
25,22,2026-06-16 13:42:31,2026-06-16 13:42:48,17.0,25000,3.14592,0.004327346410206712
26,70,2026-06-16 13:42:31,2026-06-16 13:42:49,18.0,26000,3.145076923076923,0.0034842694871297653
27,68,2026-06-16 13:42:31,2026-06-16 13:42:49,18.0,27000,3.1462222222222223,0.004629568632429137
28,72,2026-06-16 13:42:31,2026-06-16 13:42:50,19.0,28000,3.148142857142857,0.006550203553064016
29,73,2026-06-16 13:42:31,2026-06-16 13:42:50,19.0,29000,3.149241379310345,0.007648725720551752
30,62,2026-06-16 13:42:31,2026-06-16 13:42:50,19.0,30000,3.1513333333333335,0.009740679743540426
31,74,2026-06-16 13:42:31,2026-06-16 13:42:50,19.0,31000,3.150709677419355,0.009117023829561699
32,25,2026-06-16 13:42:31,2026-06-16 13:42:50,19.0,32000,3.151375,0.0097823464102067
33,406,2026-06-16 13:42:31,2026-06-16 13:42:50,19.0,33000,3.1517575757575758,0.010164922167782642
34,69,2026-06-16 13:42:31,2026-06-16 13:42:50,19.0,34000,3.150470588235294,0.008877934645501018
35,54,2026-06-16 13:42:31,2026-06-16 13:42:50,19.0,35000,3.1504,0.008807346410206751
36,77,2026-06-16 13:42:31,2026-06-16 13:42:51,20.0,36000,3.1502222222222223,0.008629568632429141
37,76,2026-06-16 13:42:31,2026-06-16 13:42:51,20.0,37000,3.1501621621621623,0.008569508572369156
38,75,2026-06-16 13:42:31,2026-06-16 13:42:51,20.0,38000,3.1475789473684213,0.005986293778628138
39,453,2026-06-16 13:42:31,2026-06-16 13:42:51,20.0,39000,3.1462564102564103,0.004663756666617225
40,457,2026-06-16 13:42:31,2026-06-16 13:42:51,20.0,40000,3.1458,0.004207346410206814
41,511,2026-06-16 13:42:31,2026-06-16 13:42:51,20.0,41000,3.1455609756097562,0.003968322019963111
42,87,2026-06-16 13:42:31,2026-06-16 13:42:51,20.0,42000,3.146190476190476,0.004597822600683088
43,79,2026-06-16 13:42:31,2026-06-16 13:42:51,20.0,43000,3.145953488372093,0.004360834782299872
44,86,2026-06-16 13:42:31,2026-06-16 13:42:51,20.0,44000,3.144,0.002407346410207012
45,84,2026-06-16 13:42:31,2026-06-16 13:42:51,20.0,45000,3.1426666666666665,0.0010740130768733813
46,85,2026-06-16 13:42:31,2026-06-16 13:42:51,20.0,46000,3.1435652173913042,0.001972563801511118
47,81,2026-06-16 13:42:31,2026-06-16 13:42:51,20.0,47000,3.1420425531914895,0.00044989960169639076
48,80,2026-06-16 13:42:31,2026-06-16 13:42:51,20.0,48000,3.14225,0.0006573464102070936
49,82,2026-06-16 13:42:31,2026-06-16 13:42:51,20.0,49000,3.1435102040816325,0.0019175504918393926
50,83,2026-06-16 13:42:31,2026-06-16 13:42:51,20.0,50000,3.14192,0.00032734641020670807
51,88,2026-06-16 13:42:31,2026-06-16 13:42:52,21.0,51000,3.140941176470588,0.0006514771192049906
52,89,2026-06-16 13:42:31,2026-06-16 13:42:52,21.0,52000,3.140846153846154,0.0007464997436392729
53,530,2026-06-16 13:42:31,2026-06-16 13:42:52,21.0,53000,3.1404528301886794,0.0011398234011137376
54,29,2026-06-16 13:42:31,2026-06-16 13:42:52,21.0,54000,3.1392592592592594,0.0023333943305337
55,78,2026-06-16 13:42:31,2026-06-16 13:42:52,21.0,55000,3.1400727272727273,0.0015199263170657673
56,92,2026-06-16 13:42:31,2026-06-16 13:42:52,21.0,56000,3.139,0.0025926535897933256
57,573,2026-06-16 13:42:31,2026-06-16 13:42:52,21.0,57000,3.1382456140350876,0.0033470395547055
58,7,2026-06-16 13:42:31,2026-06-16 13:42:52,21.0,58000,3.136,0.005592653589792995
59,5,2026-06-16 13:42:31,2026-06-16 13:42:52,21.0,59000,3.1362033898305084,0.005389263759284724
60,94,2026-06-16 13:42:31,2026-06-16 13:42:52,21.0,60000,3.1355333333333335,0.0060593202564596105
61,590,2026-06-16 13:42:31,2026-06-16 13:42:53,22.0,61000,3.135081967213115,0.006510686376678176
62,624,2026-06-16 13:42:31,2026-06-16 13:42:53,22.0,62000,3.1349032258064518,0.006689427783341362
63,623,2026-06-16 13:42:31,2026-06-16 13:42:53,22.0,63000,3.1353015873015875,0.006291066288205638
64,63,2026-06-16 13:42:31,2026-06-16 13:42:53,22.0,64000,3.1358125,0.005780153589793002
65,636,2026-06-16 13:42:31,2026-06-16 13:42:53,22.0,65000,3.135692307692308,0.005900345897485337
66,595,2026-06-16 13:42:31,2026-06-16 13:42:53,22.0,66000,3.136909090909091,0.004683562680702025
67,645,2026-06-16 13:42:31,2026-06-16 13:42:53,22.0,67000,3.1377910447761193,0.0038016088136738624
68,654,2026-06-16 13:42:31,2026-06-16 13:42:53,22.0,68000,3.1373529411764705,0.0042397124133226605
69,640,2026-06-16 13:42:31,2026-06-16 13:42:53,22.0,69000,3.1361159420289857,0.0054767115608074235
70,15,2026-06-16 13:42:31,2026-06-16 13:42:53,22.0,70000,3.135485714285714,0.006106939304078907
71,17,2026-06-16 13:42:31,2026-06-16 13:42:53,22.0,71000,3.135549295774648,0.0060433578151450895
72,27,2026-06-16 13:42:31,2026-06-16 13:42:53,22.0,72000,3.1359444444444446,0.005648209145348471
73,32,2026-06-16 13:42:31,2026-06-16 13:42:53,22.0,73000,3.137315068493151,0.0042775850966423334
74,21,2026-06-16 13:42:31,2026-06-16 13:42:53,22.0,74000,3.1372972972972972,0.004295356292495889
75,35,2026-06-16 13:42:31,2026-06-16 13:42:53,22.0,75000,3.137653333333333,0.003939320256459933
76,34,2026-06-16 13:42:31,2026-06-16 13:42:53,22.0,76000,3.1382105263157896,0.0033821272740035546
77,93,2026-06-16 13:42:31,2026-06-16 13:42:53,22.0,77000,3.1385974025974024,0.00299525099239073
78,90,2026-06-16 13:42:31,2026-06-16 13:42:53,22.0,78000,3.140102564102564,0.0014900894872291737
79,91,2026-06-16 13:42:31,2026-06-16 13:42:53,22.0,79000,3.139139240506329,0.002453413083463918
80,602,2026-06-16 13:42:31,2026-06-16 13:42:53,22.0,80000,3.14085,0.0007426535897931963
81,1,2026-06-16 13:42:31,2026-06-16 13:42:53,22.0,81000,3.1413827160493826,0.00020993754041054302
82,652,2026-06-16 13:42:31,2026-06-16 13:42:54,23.0,82000,3.1410731707317074,0.0005194828580856736
83,20,2026-06-16 13:42:31,2026-06-16 13:42:54,23.0,83000,3.1420240963855424,0.0004314427957492484
84,37,2026-06-16 13:42:31,2026-06-16 13:42:54,23.0,84000,3.143047619047619,0.001454965457825974
85,12,2026-06-16 13:42:31,2026-06-16 13:42:55,24.0,85000,3.143011764705882,0.0014191111160890557
86,18,2026-06-16 13:42:31,2026-06-16 13:42:55,24.0,86000,3.142837209302326,0.00124455571253268
87,30,2026-06-16 13:42:31,2026-06-16 13:42:55,24.0,87000,3.1426666666666665,0.0010740130768733813
88,648,2026-06-16 13:42:31,2026-06-16 13:42:55,24.0,88000,3.1427727272727273,0.0011800736829341574
