j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,6,2026-06-24 14:04:27,2026-06-24 14:04:31,4.0,100000,3.1314,0.010192653589792933
2,5,2026-06-24 14:04:27,2026-06-24 14:04:31,4.0,200000,3.14118,0.00041265358979325484
3,4,2026-06-24 14:04:27,2026-06-24 14:04:31,4.0,300000,3.13972,0.0018726535897930496
4,0,2026-06-24 14:04:27,2026-06-24 14:04:31,4.0,400000,3.1396,0.0019926535897929476
5,1,2026-06-24 14:04:27,2026-06-24 14:04:31,4.0,500000,3.140936,0.0006566535897931658
6,3,2026-06-24 14:04:27,2026-06-24 14:04:31,4.0,600000,3.1425466666666666,0.0009540130768734834
7,2,2026-06-24 14:04:27,2026-06-24 14:04:31,4.0,700000,3.1428514285714284,0.0012587749816352911
8,9,2026-06-24 14:04:27,2026-06-24 14:04:32,5.0,800000,3.14387,0.0022773464102070484
9,7,2026-06-24 14:04:27,2026-06-24 14:04:32,5.0,900000,3.1439733333333333,0.0023806797435401705
10,8,2026-06-24 14:04:27,2026-06-24 14:04:33,6.0,1000000,3.144352,0.00275934641020692
