j,job_id,submit_time,execute_time,timestamp,queue_wait_s,turnaround_s,memory_usage_mb,N,pi_est,error
1,15,2026-07-13 15:20:10,2026-07-13 15:20:35,2026-07-13 15:20:35,25.0,25.0,0,100,3.08,0.061592653589793045
2,16,2026-07-13 15:20:10,2026-07-13 15:20:35,2026-07-13 15:20:35,25.0,25.0,0,200,3.12,0.02159265358979301
3,6,2026-07-13 15:20:11,2026-07-13 15:20:35,2026-07-13 15:20:35,25.0,25.0,0,300,3.1066666666666665,0.03492598692312665
4,7,2026-07-13 15:20:11,2026-07-13 15:20:35,2026-07-13 15:20:35,25.0,25.0,0,400,3.12,0.02159265358979301
5,5,2026-07-13 15:20:11,2026-07-13 15:20:35,2026-07-13 15:20:35,25.0,25.0,0,500,3.128,0.013592653589793002
6,25,2026-07-13 15:20:11,2026-07-13 15:20:35,2026-07-13 15:20:36,25.0,26.0,0,600,3.1466666666666665,0.005074013076873385
7,14,2026-07-13 15:20:10,2026-07-13 15:20:35,2026-07-13 15:20:37,25.0,27.0,0,700,3.16,0.018407346410207026
8,51,2026-07-13 15:20:11,2026-07-13 15:20:35,2026-07-13 15:20:37,25.0,27.0,0,800,3.18,0.038407346410207044
9,63,2026-07-13 15:20:11,2026-07-13 15:20:36,2026-07-13 15:20:38,26.0,28.0,0,900,3.1866666666666665,0.04507401307687342
10,12,2026-07-13 15:20:10,2026-07-13 15:20:36,2026-07-13 15:20:38,26.0,28.0,0,1000,3.148,0.0064073464102070155
11,17,2026-07-13 15:20:10,2026-07-13 15:20:36,2026-07-13 15:20:38,26.0,28.0,0,1100,3.1345454545454547,0.00704719904433837
12,33,2026-07-13 15:20:11,2026-07-13 15:20:36,2026-07-13 15:20:38,26.0,28.0,0,1200,3.1066666666666665,0.03492598692312665
13,24,2026-07-13 15:20:11,2026-07-13 15:20:36,2026-07-13 15:20:38,26.0,28.0,0,1300,3.1015384615384614,0.04005419205133176
14,103,2026-07-13 15:20:10,2026-07-13 15:20:37,2026-07-13 15:20:38,27.0,28.0,0,1400,3.0914285714285716,0.05016408216122148
15,107,2026-07-13 15:20:10,2026-07-13 15:20:37,2026-07-13 15:20:38,27.0,28.0,0,1500,3.0933333333333333,0.04825932025645985
16,21,2026-07-13 15:20:10,2026-07-13 15:20:36,2026-07-13 15:20:38,26.0,28.0,0,1600,3.105,0.036592653589793134
17,35,2026-07-13 15:20:11,2026-07-13 15:20:36,2026-07-13 15:20:38,26.0,28.0,0,1700,3.091764705882353,0.049827947707440146
18,104,2026-07-13 15:20:10,2026-07-13 15:20:37,2026-07-13 15:20:38,27.0,28.0,0,1800,3.097777777777778,0.04381487581201515
19,22,2026-07-13 15:20:10,2026-07-13 15:20:36,2026-07-13 15:20:38,26.0,28.0,0,1900,3.1073684210526316,0.03422423253716156
20,23,2026-07-13 15:20:11,2026-07-13 15:20:36,2026-07-13 15:20:38,26.0,28.0,0,2000,3.1,0.04159265358979303
21,50,2026-07-13 15:20:11,2026-07-13 15:20:36,2026-07-13 15:20:38,26.0,28.0,0,2100,3.0933333333333333,0.04825932025645985
22,53,2026-07-13 15:20:11,2026-07-13 15:20:36,2026-07-13 15:20:38,26.0,28.0,0,2200,3.096363636363636,0.04522901722615691
23,52,2026-07-13 15:20:11,2026-07-13 15:20:36,2026-07-13 15:20:38,26.0,28.0,0,2300,3.1008695652173914,0.04072308837240168
24,46,2026-07-13 15:20:11,2026-07-13 15:20:36,2026-07-13 15:20:38,26.0,28.0,0,2400,3.1016666666666666,0.039925986923126544
25,0,2026-07-13 15:20:10,2026-07-13 15:20:36,2026-07-13 15:20:38,26.0,28.0,0,2500,3.096,0.04559265358979303
26,1,2026-07-13 15:20:10,2026-07-13 15:20:36,2026-07-13 15:20:38,26.0,28.0,0,2600,3.0876923076923077,0.05390034589748538
27,55,2026-07-13 15:20:11,2026-07-13 15:20:36,2026-07-13 15:20:38,26.0,28.0,0,2700,3.096296296296296,0.045296357293497014
28,54,2026-07-13 15:20:11,2026-07-13 15:20:36,2026-07-13 15:20:38,26.0,28.0,0,2800,3.085714285714286,0.05587836787550726
29,59,2026-07-13 15:20:11,2026-07-13 15:20:36,2026-07-13 15:20:39,26.0,29.0,0,2900,3.0965517241379312,0.04504092945186189
30,65,2026-07-13 15:20:11,2026-07-13 15:20:37,2026-07-13 15:20:39,27.0,29.0,0,3000,3.1013333333333333,0.04025932025645984
31,70,2026-07-13 15:20:11,2026-07-13 15:20:38,2026-07-13 15:20:39,28.0,29.0,0,3100,3.099354838709677,0.04223781488011591
32,58,2026-07-13 15:20:11,2026-07-13 15:20:36,2026-07-13 15:20:39,26.0,29.0,0,3200,3.105,0.036592653589793134
33,140,2026-07-13 15:20:10,2026-07-13 15:20:38,2026-07-13 15:20:39,28.0,29.0,0,3300,3.1066666666666665,0.03492598692312665
34,66,2026-07-13 15:20:11,2026-07-13 15:20:38,2026-07-13 15:20:39,28.0,29.0,0,3400,3.103529411764706,0.038063241825087246
35,67,2026-07-13 15:20:11,2026-07-13 15:20:38,2026-07-13 15:20:39,28.0,29.0,0,3500,3.097142857142857,0.04444979644693614
36,88,2026-07-13 15:20:12,2026-07-13 15:20:38,2026-07-13 15:20:39,28.0,29.0,0,3600,3.1033333333333335,0.03825932025645962
37,76,2026-07-13 15:20:11,2026-07-13 15:20:38,2026-07-13 15:20:39,28.0,29.0,0,3700,3.1091891891891894,0.03240346440060371
38,62,2026-07-13 15:20:11,2026-07-13 15:20:36,2026-07-13 15:20:39,26.0,29.0,0,3800,3.114736842105263,0.02685581148453009
39,74,2026-07-13 15:20:11,2026-07-13 15:20:38,2026-07-13 15:20:39,28.0,29.0,0,3900,3.1066666666666665,0.03492598692312665
40,60,2026-07-13 15:20:11,2026-07-13 15:20:36,2026-07-13 15:20:39,26.0,29.0,0,4000,3.111,0.030592653589792906
41,48,2026-07-13 15:20:11,2026-07-13 15:20:37,2026-07-13 15:20:39,27.0,29.0,0,4100,3.107317073170732,0.03427558041906131
42,49,2026-07-13 15:20:11,2026-07-13 15:20:38,2026-07-13 15:20:39,28.0,29.0,0,4200,3.1123809523809522,0.029211701208840868
43,61,2026-07-13 15:20:11,2026-07-13 15:20:36,2026-07-13 15:20:39,26.0,29.0,0,4300,3.1116279069767443,0.02996474661304882
44,75,2026-07-13 15:20:11,2026-07-13 15:20:38,2026-07-13 15:20:39,28.0,29.0,0,4400,3.11,0.03159265358979324
45,13,2026-07-13 15:20:10,2026-07-13 15:20:36,2026-07-13 15:20:39,26.0,29.0,0,4500,3.1075555555555554,0.03403709803423771
