j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,76,2026-06-04 09:20:38,2026-06-04 09:21:52,74.0,10000,3.1344,0.007192653589793263
2,8,2026-06-04 09:20:38,2026-06-04 09:21:52,74.0,20000,3.1448,0.003207346410206924
3,15,2026-06-04 09:20:38,2026-06-04 09:21:52,74.0,30000,3.1416,7.346410206832132e-06
4,17,2026-06-04 09:20:38,2026-06-04 09:21:52,74.0,40000,3.147,0.0054073464102066815
5,16,2026-06-04 09:20:38,2026-06-04 09:21:52,74.0,50000,3.14552,0.003927346410206756
6,26,2026-06-04 09:20:38,2026-06-04 09:21:52,74.0,60000,3.1486666666666667,0.007074013076873609
7,30,2026-06-04 09:20:38,2026-06-04 09:21:52,74.0,70000,3.1468,0.0052073464102067035
8,93,2026-06-04 09:20:38,2026-06-04 09:21:52,74.0,80000,3.1472,0.0056073464102071036
9,7,2026-06-04 09:20:38,2026-06-04 09:21:52,74.0,90000,3.1480888888888887,0.0064962352990955985
10,5,2026-06-04 09:20:38,2026-06-04 09:21:52,74.0,100000,3.14784,0.0062473464102068554
11,3,2026-06-04 09:20:38,2026-06-04 09:21:52,74.0,110000,3.1468363636363637,0.005243710046570538
12,55,2026-06-04 09:20:38,2026-06-04 09:21:52,74.0,120000,3.1481333333333335,0.006540679743540334
13,2,2026-06-04 09:20:38,2026-06-04 09:21:52,74.0,130000,3.149569230769231,0.007976577179437783
14,59,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,140000,3.1491142857142855,0.007521632124492417
15,64,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,150000,3.1488533333333333,0.007260679743540166
16,58,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,160000,3.1493,0.007707346410207094
17,99,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,170000,3.1472470588235293,0.0056544052337361705
18,72,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,180000,3.1463111111111113,0.0047184575213181645
19,73,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,190000,3.144842105263158,0.003249451673364767
20,98,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,200000,3.14562,0.004027346410206967
21,9,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,210000,3.1450666666666667,0.003474013076873561
22,88,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,220000,3.1441636363636363,0.0025709827738431557
23,63,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,230000,3.1440869565217393,0.0024943029319461907
24,77,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,240000,3.1441333333333334,0.0025406797435403305
25,62,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,250000,3.142528,0.000935346410206872
26,89,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,260000,3.1424,0.000807346410206744
27,60,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,270000,3.1418074074074074,0.00021475381761426604
28,49,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,280000,3.1421428571428573,0.0005502035530642324
29,61,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,290000,3.141641379310345,4.87257205517011e-05
30,12,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,300000,3.1416133333333334,2.0679743540252815e-05
31,13,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,310000,3.141741935483871,0.0001492818940778129
32,39,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,320000,3.142525,0.0009323464102068968
33,11,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,330000,3.14209696969697,0.0005043161071767166
34,10,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,340000,3.142270588235294,0.0006779346455010327
35,38,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,350000,3.1413257142857143,0.00026693930407883926
36,14,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,360000,3.142211111111111,0.00061845752131795
37,28,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,370000,3.1426702702702705,0.0010776166804773446
38,29,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,380000,3.1426,0.001007346410206722
39,33,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,390000,3.142707692307692,0.0011150387178990862
40,32,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,400000,3.14233,0.0007373464102067295
41,18,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,410000,3.142292682926829,0.0007000293370360566
42,24,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,420000,3.1425619047619047,0.0009692511721115515
43,31,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,430000,3.142911627906977,0.001318974317183752
44,25,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,440000,3.1429272727272726,0.0013346191374794536
45,19,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,450000,3.1429244444444446,0.0013317908546515156
46,21,2026-06-04 09:20:38,2026-06-04 09:21:53,75.0,460000,3.1421652173913044,0.0005725638015112722
