j,job_id,submit_time,execute_time,timestamp,queue_wait_s,turnaround_s,memory_usage_mb,N,pi_est,error
1,0,2026-07-15 09:33:18,2026-07-15 09:34:46,2026-07-15 09:34:47,88.0,89.0,0,100,3.0,0.14159265358979312
2,1,2026-07-15 09:33:18,2026-07-15 09:34:47,2026-07-15 09:34:47,89.0,89.0,0,200,3.02,0.1215926535897931
3,2,2026-07-15 09:33:18,2026-07-15 09:34:48,2026-07-15 09:34:48,90.0,90.0,0,300,2.8933333333333335,0.24825932025645958
4,6,2026-07-15 09:33:19,2026-07-15 09:34:49,2026-07-15 09:34:49,91.0,91.0,0,400,2.97,0.17159265358979292
5,7,2026-07-15 09:33:19,2026-07-15 09:34:49,2026-07-15 09:34:49,91.0,91.0,0,500,3.0,0.14159265358979312
6,5,2026-07-15 09:33:19,2026-07-15 09:34:49,2026-07-15 09:34:49,91.0,91.0,0,600,3.04,0.10159265358979308
7,3,2026-07-15 09:33:18,2026-07-15 09:34:49,2026-07-15 09:34:49,91.0,91.0,0,700,3.0742857142857143,0.06730693930407883
8,9,2026-07-15 09:33:19,2026-07-15 09:34:49,2026-07-15 09:34:50,91.0,92.0,0,800,3.06,0.08159265358979306
9,8,2026-07-15 09:33:19,2026-07-15 09:34:49,2026-07-15 09:34:50,91.0,92.0,0,900,3.0533333333333332,0.08825932025645988
10,4,2026-07-15 09:33:18,2026-07-15 09:34:49,2026-07-15 09:34:50,91.0,92.0,0,1000,3.08,0.061592653589793045
11,12,2026-07-15 09:33:18,2026-07-15 09:34:50,2026-07-15 09:34:51,92.0,93.0,0,1100,3.101818181818182,0.039774471771611086
12,13,2026-07-15 09:33:18,2026-07-15 09:34:50,2026-07-15 09:34:51,92.0,93.0,0,1200,3.0833333333333335,0.058259320256459635
13,11,2026-07-15 09:33:18,2026-07-15 09:34:50,2026-07-15 09:34:51,92.0,93.0,0,1300,3.086153846153846,0.05543880743594709
14,10,2026-07-15 09:33:18,2026-07-15 09:34:50,2026-07-15 09:34:51,92.0,93.0,0,1400,3.1028571428571428,0.03873551073265036
15,14,2026-07-15 09:33:18,2026-07-15 09:34:51,2026-07-15 09:34:52,93.0,94.0,0,1500,3.104,0.037592653589793024
16,15,2026-07-15 09:33:18,2026-07-15 09:34:51,2026-07-15 09:34:52,93.0,94.0,0,1600,3.1075,0.03409265358979319
17,17,2026-07-15 09:33:18,2026-07-15 09:34:52,2026-07-15 09:34:53,94.0,95.0,0,1700,3.1105882352941174,0.031004418295675684
18,16,2026-07-15 09:33:18,2026-07-15 09:34:51,2026-07-15 09:34:53,93.0,95.0,0,1800,3.108888888888889,0.03270376470090408
19,18,2026-07-15 09:33:18,2026-07-15 09:34:52,2026-07-15 09:34:53,94.0,95.0,0,1900,3.111578947368421,0.030013706221371894
20,19,2026-07-15 09:33:18,2026-07-15 09:34:52,2026-07-15 09:34:53,94.0,95.0,0,2000,3.098,0.04359265358979325
21,20,2026-07-15 09:33:18,2026-07-15 09:34:53,2026-07-15 09:34:53,95.0,95.0,0,2100,3.0933333333333333,0.04825932025645985
22,26,2026-07-15 09:33:18,2026-07-15 09:34:54,2026-07-15 09:34:54,96.0,96.0,0,2200,3.098181818181818,0.04341083540797497
23,24,2026-07-15 09:33:18,2026-07-15 09:34:54,2026-07-15 09:34:54,96.0,96.0,0,2300,3.0939130434782607,0.04767961011153243
