j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,1,2026-06-24 14:06:10,2026-06-24 14:06:43,33.0,100000,3.13908,0.0025126535897932456
2,8,2026-06-24 14:06:10,2026-06-24 14:06:44,34.0,200000,3.1393,0.0022926535897931366
3,0,2026-06-24 14:06:10,2026-06-24 14:06:44,34.0,300000,3.1430533333333335,0.0014606797435403607
4,6,2026-06-24 14:06:10,2026-06-24 14:06:47,37.0,400000,3.14203,0.0004373464102069846
5,5,2026-06-24 14:06:10,2026-06-24 14:06:47,37.0,500000,3.142528,0.000935346410206872
6,2,2026-06-24 14:06:10,2026-06-24 14:06:47,37.0,600000,3.1430933333333333,0.0015006797435401786
7,7,2026-06-24 14:06:10,2026-06-24 14:06:48,38.0,700000,3.1427885714285715,0.0011959178387783709
8,4,2026-06-24 14:06:10,2026-06-24 14:06:48,38.0,800000,3.142865,0.0012723464102069038
9,3,2026-06-24 14:06:10,2026-06-24 14:06:48,38.0,900000,3.1424577777777776,0.0008651241879844562
10,9,2026-06-24 14:06:10,2026-06-24 14:06:49,39.0,1000000,3.14308,0.001487346410206758
