j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,9,2026-06-16 13:44:59,2026-06-16 13:46:33,94.0,1000,3.144,0.002407346410207012
2,11,2026-06-16 13:44:59,2026-06-16 13:46:33,94.0,2000,3.136,0.005592653589792995
3,6,2026-06-16 13:44:59,2026-06-16 13:46:33,94.0,3000,3.1493333333333333,0.007740679743540202
4,1,2026-06-16 13:44:59,2026-06-16 13:46:33,94.0,4000,3.136,0.005592653589792995
5,12,2026-06-16 13:44:59,2026-06-16 13:46:34,95.0,5000,3.1248,0.016792653589793094
6,13,2026-06-16 13:44:59,2026-06-16 13:46:34,95.0,6000,3.1286666666666667,0.012925986923126409
7,28,2026-06-16 13:44:59,2026-06-16 13:46:34,95.0,7000,3.1325714285714286,0.009021225018364554
8,15,2026-06-16 13:44:59,2026-06-16 13:46:34,95.0,8000,3.1285,0.01309265358979328
9,16,2026-06-16 13:44:59,2026-06-16 13:46:34,95.0,9000,3.128888888888889,0.012703764700904063
10,26,2026-06-16 13:44:59,2026-06-16 13:46:34,95.0,10000,3.134,0.007592653589793219
11,24,2026-06-16 13:44:59,2026-06-16 13:46:34,95.0,11000,3.1305454545454547,0.011047199044338374
12,23,2026-06-16 13:44:59,2026-06-16 13:46:34,95.0,12000,3.133,0.008592653589793109
13,38,2026-06-16 13:44:59,2026-06-16 13:46:35,96.0,13000,3.1344615384615384,0.007131115128254706
14,14,2026-06-16 13:44:59,2026-06-16 13:46:35,96.0,14000,3.133142857142857,0.008449796446936109
15,33,2026-06-16 13:44:59,2026-06-16 13:46:35,96.0,15000,3.134133333333333,0.0074593202564599
16,35,2026-06-16 13:44:59,2026-06-16 13:46:35,96.0,16000,3.13475,0.006842653589793191
17,44,2026-06-16 13:44:59,2026-06-16 13:46:35,96.0,17000,3.135764705882353,0.0058279477074401065
18,47,2026-06-16 13:44:59,2026-06-16 13:46:35,96.0,18000,3.135111111111111,0.006481542478681934
19,53,2026-06-16 13:44:59,2026-06-16 13:46:35,96.0,19000,3.1374736842105264,0.0041189693792667015
20,46,2026-06-16 13:44:59,2026-06-16 13:46:35,96.0,20000,3.1354,0.006192653589792929
21,63,2026-06-16 13:44:59,2026-06-16 13:46:36,97.0,21000,3.1346666666666665,0.006925986923126626
22,62,2026-06-16 13:44:59,2026-06-16 13:46:36,97.0,22000,3.1336363636363638,0.00795628995342934
23,60,2026-06-16 13:44:59,2026-06-16 13:46:36,97.0,23000,3.1368695652173915,0.0047230883724016515
24,4,2026-06-16 13:44:59,2026-06-16 13:46:36,97.0,24000,3.133,0.008592653589793109
25,3,2026-06-16 13:44:59,2026-06-16 13:46:36,97.0,25000,3.1296,0.011992653589793179
26,54,2026-06-16 13:44:59,2026-06-16 13:46:36,97.0,26000,3.1306153846153846,0.010977268974408538
27,2,2026-06-16 13:44:59,2026-06-16 13:46:36,97.0,27000,3.1343703703703705,0.007222283219422643
28,381,2026-06-16 13:44:59,2026-06-16 13:46:37,98.0,28000,3.1318571428571427,0.009735510732650443
29,394,2026-06-16 13:44:59,2026-06-16 13:46:37,98.0,29000,3.132,0.009592653589792999
30,49,2026-06-16 13:44:59,2026-06-16 13:46:37,98.0,30000,3.131866666666667,0.009725986923126317
31,17,2026-06-16 13:44:59,2026-06-16 13:46:37,98.0,31000,3.129290322580645,0.012302331009148126
32,32,2026-06-16 13:44:59,2026-06-16 13:46:37,98.0,32000,3.127875,0.013717653589793155
33,30,2026-06-16 13:44:59,2026-06-16 13:46:37,98.0,33000,3.12969696969697,0.01189568389282325
34,19,2026-06-16 13:44:59,2026-06-16 13:46:37,98.0,34000,3.1316470588235292,0.009945594766263888
35,374,2026-06-16 13:44:59,2026-06-16 13:46:37,98.0,35000,3.1330285714285715,0.00856408216122162
36,45,2026-06-16 13:44:59,2026-06-16 13:46:37,98.0,36000,3.1318888888888887,0.009703764700904394
37,71,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,37000,3.1343783783783783,0.007214275211414822
38,72,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,38000,3.1332631578947368,0.008329495695056366
39,73,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,39000,3.1344615384615384,0.007131115128254706
40,77,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,40000,3.1333,0.00829265358979292
41,76,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,41000,3.131707317073171,0.009885336516622267
42,487,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,42000,3.131047619047619,0.010545034542174037
43,10,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,43000,3.129581395348837,0.012011258240955947
44,483,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,44000,3.1279090909090908,0.013683562680702366
45,464,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,45000,3.127377777777778,0.014214875812015304
46,31,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,46000,3.1285217391304347,0.013070914459358374
47,477,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,47000,3.130382978723404,0.011209674866389019
48,21,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,48000,3.13175,0.009842653589793304
49,462,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,49000,3.130938775510204,0.010653878079589063
50,476,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,50000,3.1296,0.011992653589793179
51,78,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,51000,3.1311372549019607,0.010455398687832407
52,79,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,52000,3.1336923076923076,0.007900345897485561
53,5,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,53000,3.1347169811320756,0.006875672457717474
54,84,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,54000,3.1342222222222222,0.007370431367570873
55,52,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,55000,3.1340363636363637,0.007556289953429385
56,0,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,56000,3.1345,0.007092653589793052
57,81,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,57000,3.1353684210526316,0.006224232537161534
58,43,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,58000,3.136896551724138,0.004696101865655056
59,80,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,59000,3.1376949152542375,0.0038977383355556228
60,429,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,60000,3.1388666666666665,0.0027259869231266443
61,82,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,61000,3.139081967213115,0.002510686376678173
62,41,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,62000,3.138645161290323,0.0029474922994703334
63,40,2026-06-16 13:44:59,2026-06-16 13:46:38,99.0,63000,3.1393650793650796,0.0022275742247135355
64,48,2026-06-16 13:44:59,2026-06-16 13:46:39,100.0,64000,3.1395625,0.0020301535897933043
65,75,2026-06-16 13:44:59,2026-06-16 13:46:39,100.0,65000,3.1383384615384617,0.0032541920513313727
66,530,2026-06-16 13:44:59,2026-06-16 13:46:39,100.0,66000,3.1375151515151516,0.004077502074641526
67,535,2026-06-16 13:44:59,2026-06-16 13:46:39,100.0,67000,3.138805970149254,0.0027866834405392282
68,528,2026-06-16 13:44:59,2026-06-16 13:46:39,100.0,68000,3.1389411764705883,0.0026514771192047704
69,85,2026-06-16 13:44:59,2026-06-16 13:46:39,100.0,69000,3.1405797101449275,0.0010129434448655772
70,553,2026-06-16 13:44:59,2026-06-16 13:46:40,101.0,70000,3.1409714285714285,0.0006212250183645907
71,59,2026-06-16 13:44:59,2026-06-16 13:46:40,101.0,71000,3.1410704225352113,0.0005222310545818232
72,58,2026-06-16 13:44:59,2026-06-16 13:46:40,101.0,72000,3.141888888888889,0.00029623529909583723
73,544,2026-06-16 13:44:59,2026-06-16 13:46:40,101.0,73000,3.1402739726027398,0.0013186809870533445
74,99,2026-06-16 13:44:59,2026-06-16 13:46:40,101.0,74000,3.14,0.0015926535897929917
75,550,2026-06-16 13:44:59,2026-06-16 13:46:40,101.0,75000,3.14,0.0015926535897929917
76,98,2026-06-16 13:44:59,2026-06-16 13:46:40,101.0,76000,3.1403684210526315,0.0012242325371616403
77,88,2026-06-16 13:44:59,2026-06-16 13:46:40,101.0,77000,3.140779220779221,0.0008134328105722233
78,74,2026-06-16 13:44:59,2026-06-16 13:46:40,101.0,78000,3.140871794871795,0.0007208587179983184
79,61,2026-06-16 13:44:59,2026-06-16 13:46:40,101.0,79000,3.139645569620253,0.001947083969540131
80,527,2026-06-16 13:44:59,2026-06-16 13:46:40,101.0,80000,3.1409,0.0006926535897933128
81,29,2026-06-16 13:44:59,2026-06-16 13:46:40,101.0,81000,3.1414814814814815,0.00011117210831157465
82,539,2026-06-16 13:44:59,2026-06-16 13:46:40,101.0,82000,3.1418536585365855,0.00026100494679237585
83,510,2026-06-16 13:44:59,2026-06-16 13:46:40,101.0,83000,3.141831325301205,0.00023867171141178645
84,503,2026-06-16 13:44:59,2026-06-16 13:46:40,101.0,84000,3.140857142857143,0.000735510732650102
85,20,2026-06-16 13:44:59,2026-06-16 13:46:40,101.0,85000,3.1411294117647057,0.0004632418250873904
86,87,2026-06-16 13:44:59,2026-06-16 13:46:40,101.0,86000,3.1405116279069767,0.0010810256828164277
87,7,2026-06-16 13:44:59,2026-06-16 13:46:40,101.0,87000,3.1413793103448278,0.00021334324496535828
88,91,2026-06-16 13:44:59,2026-06-16 13:46:40,101.0,88000,3.1412272727272725,0.0003653808625205812
89,95,2026-06-16 13:44:59,2026-06-16 13:46:40,101.0,89000,3.1404943820224718,0.0010982715673213406
90,83,2026-06-16 13:44:59,2026-06-16 13:46:40,101.0,90000,3.140711111111111,0.0008815424786821069
91,97,2026-06-16 13:44:59,2026-06-16 13:46:40,101.0,91000,3.1413626373626373,0.00023001622715579373
92,590,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,92000,3.1420434782608697,0.0004508246710765995
93,65,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,93000,3.142494623655914,0.0009019700661210273
94,64,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,94000,3.1425106382978725,0.0009179847080793557
95,70,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,95000,3.142484210526316,0.0008915569365228748
96,591,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,96000,3.1420833333333333,0.0004906797435402233
97,66,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,97000,3.142226804123711,0.0006341505339180209
98,67,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,98000,3.142612244897959,0.001019591308165868
99,89,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,99000,3.1422626262626263,0.0006699726728331967
100,120,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,100000,3.14144,0.00015265358979332788
101,108,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,101000,3.1413465346534655,0.0002461189363276439
102,109,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,102000,3.141137254901961,0.00045539868783217585
103,114,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,103000,3.1411650485436895,0.0004276050461036185
104,100,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,104000,3.140807692307692,0.0007849612821009266
105,116,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,105000,3.1402285714285716,0.0013640821612215248
106,102,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,106000,3.139924528301887,0.0016681252879062747
107,103,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,107000,3.14007476635514,0.0015178872346530703
108,107,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,108000,3.140222222222222,0.00137043136757109
109,106,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,109000,3.1403669724770644,0.0012256811127286937
110,112,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,110000,3.1406181818181818,0.0009744717716113627
111,110,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,111000,3.1403243243243244,0.001268329265468715
112,37,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,112000,3.14025,0.0013426535897931302
113,105,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,113000,3.1404601769911507,0.0011324765986424623
114,51,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,114000,3.1406666666666667,0.0009259869231263984
115,86,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,115000,3.140695652173913,0.0008970014158800055
116,92,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,116000,3.140896551724138,0.0006961018656550522
117,96,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,117000,3.140957264957265,0.000635388632528322
118,55,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,118000,3.140779661016949,0.0008129925728441734
119,69,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,119000,3.141344537815126,0.00024811577466721246
120,68,2026-06-16 13:44:59,2026-06-16 13:46:41,102.0,120000,3.1409666666666665,0.0006259869231266535
121,140,2026-06-16 13:44:59,2026-06-16 13:46:42,103.0,121000,3.14099173553719,0.0006009180526032054
122,150,2026-06-16 13:44:59,2026-06-16 13:46:42,103.0,122000,3.140950819672131,0.000641833917661927
123,146,2026-06-16 13:44:59,2026-06-16 13:46:42,103.0,123000,3.140878048780488,0.000714604809305186
124,153,2026-06-16 13:44:59,2026-06-16 13:46:42,103.0,124000,3.1408387096774195,0.0007539439123736003
125,147,2026-06-16 13:44:59,2026-06-16 13:46:42,103.0,125000,3.141088,0.0005046535897932358
126,134,2026-06-16 13:44:59,2026-06-16 13:46:42,103.0,126000,3.1406666666666667,0.0009259869231263984
127,135,2026-06-16 13:44:59,2026-06-16 13:46:42,103.0,127000,3.140472440944882,0.0011202126449112448
128,127,2026-06-16 13:44:59,2026-06-16 13:46:42,103.0,128000,3.14009375,0.001498903589792988
129,133,2026-06-16 13:44:59,2026-06-16 13:46:42,103.0,129000,3.140093023255814,0.0014996303339791517
130,125,2026-06-16 13:44:59,2026-06-16 13:46:42,103.0,130000,3.1401846153846154,0.001408038205177764
131,118,2026-06-16 13:44:59,2026-06-16 13:46:42,103.0,131000,3.139969465648855,0.0016231879409382977
132,129,2026-06-16 13:44:59,2026-06-16 13:46:42,103.0,132000,3.139818181818182,0.0017744717716112746
133,128,2026-06-16 13:44:59,2026-06-16 13:46:42,103.0,133000,3.1396691729323307,0.0019234806574623953
134,610,2026-06-16 13:44:59,2026-06-16 13:46:42,103.0,134000,3.1392238805970147,0.0023687729927783785
135,50,2026-06-16 13:44:59,2026-06-16 13:46:42,103.0,135000,3.1389037037037038,0.0026889498860893646
136,605,2026-06-16 13:44:59,2026-06-16 13:46:42,103.0,136000,3.1385882352941175,0.0030044182956756593
137,94,2026-06-16 13:44:59,2026-06-16 13:46:42,103.0,137000,3.1383649635036495,0.003227690086143653
138,601,2026-06-16 13:44:59,2026-06-16 13:46:42,103.0,138000,3.1383188405797102,0.0032738130100828933
139,156,2026-06-16 13:44:59,2026-06-16 13:46:43,104.0,139000,3.1378129496402876,0.003779703949505553
140,154,2026-06-16 13:44:59,2026-06-16 13:46:43,104.0,140000,3.137714285714286,0.003878367875507216
141,626,2026-06-16 13:44:59,2026-06-16 13:46:43,104.0,141000,3.1380425531914895,0.003550100398303613
142,155,2026-06-16 13:44:59,2026-06-16 13:46:43,104.0,142000,3.137774647887324,0.0038180057024690406
143,151,2026-06-16 13:44:59,2026-06-16 13:46:43,104.0,143000,3.137958041958042,0.003634611631750939
144,145,2026-06-16 13:44:59,2026-06-16 13:46:43,104.0,144000,3.1380833333333333,0.0035093202564597803
145,623,2026-06-16 13:44:59,2026-06-16 13:46:43,104.0,145000,3.1383448275862067,0.003247826003586418
146,608,2026-06-16 13:44:59,2026-06-16 13:46:43,104.0,146000,3.1384109589041094,0.0031816946856837447
147,152,2026-06-16 13:44:59,2026-06-16 13:46:43,104.0,147000,3.138857142857143,0.002735510732650326
148,634,2026-06-16 13:44:59,2026-06-16 13:46:43,104.0,148000,3.138918918918919,0.0026737346708740617
149,130,2026-06-16 13:44:59,2026-06-16 13:46:43,104.0,149000,3.139463087248322,0.002129566341471101
150,101,2026-06-16 13:44:59,2026-06-16 13:46:43,104.0,150000,3.13912,0.0024726535897929836
151,27,2026-06-16 13:44:59,2026-06-16 13:46:43,104.0,151000,3.1392317880794702,0.002360865510322885
152,36,2026-06-16 13:44:59,2026-06-16 13:46:43,104.0,152000,3.139236842105263,0.0023558114845299016
153,162,2026-06-16 13:44:59,2026-06-16 13:46:43,104.0,153000,3.1395032679738564,0.002089385615936745
154,93,2026-06-16 13:44:59,2026-06-16 13:46:43,104.0,154000,3.1394285714285712,0.002164082161221881
155,161,2026-06-16 13:44:59,2026-06-16 13:46:43,104.0,155000,3.1394838709677417,0.002108782622051386
