j,job_id,submit_time,execute_time,timestamp,queue_wait_s,turnaround_s,memory_usage_mb,N,pi_est,error
1,1,2026-07-21 09:31:08,2026-07-21 09:31:34,2026-07-21 09:31:34,26.0,26.0,0,1000,3.028,0.11359265358979309
2,3,2026-07-21 09:31:08,2026-07-21 09:31:34,2026-07-21 09:31:34,26.0,26.0,0,2000,3.106,0.035592653589793244
3,2,2026-07-21 09:31:08,2026-07-21 09:31:34,2026-07-21 09:31:34,26.0,26.0,0,3000,3.128,0.013592653589793002
4,9,2026-07-21 09:31:08,2026-07-21 09:31:35,2026-07-21 09:31:35,27.0,27.0,0,4000,3.122,0.01959265358979323
5,10,2026-07-21 09:31:08,2026-07-21 09:31:35,2026-07-21 09:31:35,27.0,27.0,0,5000,3.1256,0.015992653589793182
6,6,2026-07-21 09:31:08,2026-07-21 09:31:34,2026-07-21 09:31:35,26.0,27.0,0,6000,3.1313333333333335,0.010259320256459592
7,7,2026-07-21 09:31:08,2026-07-21 09:31:35,2026-07-21 09:31:35,27.0,27.0,0,7000,3.136,0.005592653589792995
8,5,2026-07-21 09:31:08,2026-07-21 09:31:34,2026-07-21 09:31:35,26.0,27.0,0,8000,3.1345,0.007092653589793052
9,4,2026-07-21 09:31:08,2026-07-21 09:31:34,2026-07-21 09:31:35,26.0,27.0,0,9000,3.1266666666666665,0.014925986923126633
10,0,2026-07-21 09:31:08,2026-07-21 09:31:34,2026-07-21 09:31:35,26.0,27.0,0,10000,3.1376,0.003992653589793171
11,8,2026-07-21 09:31:08,2026-07-21 09:31:35,2026-07-21 09:31:36,27.0,28.0,0,11000,3.128727272727273,0.012865380862520315
12,12,2026-07-21 09:31:08,2026-07-21 09:31:36,2026-07-21 09:31:37,28.0,29.0,0,12000,3.124,0.017592653589793006
13,13,2026-07-21 09:31:08,2026-07-21 09:31:36,2026-07-21 09:31:37,28.0,29.0,0,13000,3.1298461538461537,0.011746499743639394
14,11,2026-07-21 09:31:08,2026-07-21 09:31:36,2026-07-21 09:31:37,28.0,29.0,0,14000,3.1222857142857143,0.019306939304078785
15,49,2026-07-21 09:31:08,2026-07-21 09:31:38,2026-07-21 09:31:38,30.0,30.0,0,15000,3.126133333333333,0.015459320256459907
16,14,2026-07-21 09:31:08,2026-07-21 09:31:37,2026-07-21 09:31:38,29.0,30.0,0,16000,3.13325,0.008342653589793247
