j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,0,2026-06-24 14:05:10,2026-06-24 14:05:32,22.0,100000,3.14704,0.0054473464102069435
2,1,2026-06-24 14:05:10,2026-06-24 14:05:32,22.0,200000,3.1421,0.0005073464102069991
3,2,2026-06-24 14:05:10,2026-06-24 14:05:32,22.0,300000,3.14508,0.0034873464102069818
4,3,2026-06-24 14:05:10,2026-06-24 14:05:33,23.0,400000,3.14407,0.0024773464102070264
5,5,2026-06-24 14:05:10,2026-06-24 14:05:35,25.0,500000,3.143432,0.001839346410206666
6,4,2026-06-24 14:05:10,2026-06-24 14:05:36,26.0,600000,3.1434866666666665,0.0018940130768734242
7,9,2026-06-24 14:05:10,2026-06-24 14:05:37,27.0,700000,3.14276,0.001167346410206882
8,8,2026-06-24 14:05:10,2026-06-24 14:05:37,27.0,800000,3.141035,0.0005576535897930945
9,6,2026-06-24 14:05:10,2026-06-24 14:05:37,27.0,900000,3.1409466666666668,0.0006459869231263404
10,7,2026-06-24 14:05:10,2026-06-24 14:05:37,27.0,1000000,3.141608,1.5346410207062178e-05
