j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,48,2026-06-16 13:45:06,2026-06-16 13:47:17,131.0,1000,3.156,0.014407346410207023
2,27,2026-06-16 13:45:06,2026-06-16 13:47:17,131.0,2000,3.13,0.011592653589793223
3,26,2026-06-16 13:45:06,2026-06-16 13:47:17,131.0,3000,3.1186666666666665,0.02292598692312664
4,19,2026-06-16 13:45:06,2026-06-16 13:47:17,131.0,4000,3.102,0.03959265358979325
5,4,2026-06-16 13:45:06,2026-06-16 13:47:17,131.0,5000,3.1176,0.02399265358979319
6,3,2026-06-16 13:45:06,2026-06-16 13:47:17,131.0,6000,3.1273333333333335,0.014259320256459596
7,71,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,7000,3.1342857142857143,0.0073069393040787745
8,65,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,8000,3.1255,0.01609265358979295
9,70,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,9000,3.1302222222222222,0.011370431367570877
10,73,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,10000,3.1288,0.01279265358979309
11,76,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,11000,3.128727272727273,0.012865380862520315
12,62,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,12000,3.1286666666666667,0.012925986923126409
13,74,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,13000,3.128615384615385,0.012977268974408318
14,60,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,14000,3.126571428571429,0.015021225018364337
15,49,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,15000,3.126933333333333,0.014659320256459996
16,108,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,16000,3.129,0.012592653589793112
17,14,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,17000,3.1308235294117646,0.010769124178028555
18,28,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,18000,3.1357777777777778,0.005814875812015341
19,15,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,19000,3.1355789473684212,0.006013706221371873
20,119,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,20000,3.1336,0.007992653589793175
21,87,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,21000,3.132952380952381,0.008640272637411961
22,78,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,22000,3.132909090909091,0.008683562680702028
23,50,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,23000,3.1361739130434785,0.005418740546314638
24,51,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,24000,3.136833333333333,0.004759320256459976
25,86,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,25000,3.13824,0.0033526535897929755
26,92,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,26000,3.1386153846153846,0.0029772689744085312
27,84,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,27000,3.139111111111111,0.0024815424786819307
28,52,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,28000,3.138714285714286,0.002878367875507326
29,85,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,29000,3.1408275862068966,0.0007650673828965004
30,81,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,30000,3.1405333333333334,0.001059320256459717
31,94,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,31000,3.141935483870968,0.0003428302811747663
32,69,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,32000,3.140375,0.0012176535897929774
33,68,2026-06-16 13:45:06,2026-06-16 13:47:18,132.0,33000,3.139030303030303,0.0025623505594900564
34,157,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,34000,3.1416470588235295,5.4405233736343206e-05
35,180,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,35000,3.143885714285714,0.0022930606959210564
36,194,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,36000,3.1434444444444445,0.0018517908546513695
37,209,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,37000,3.1454054054054055,0.0038127518156123585
38,59,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,38000,3.142421052631579,0.0008283990417856657
39,140,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,39000,3.1414358974358976,0.0001567561538955431
40,183,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,40000,3.1412,0.0003926535897931238
41,196,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,41000,3.1405853658536587,0.0010072877361344545
42,179,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,42000,3.142571428571429,0.0009787749816356772
43,145,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,43000,3.142046511627907,0.00045385803811370806
44,88,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,44000,3.1403636363636362,0.00122901722615687
45,63,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,45000,3.1409777777777776,0.0006148758120154696
46,89,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,46000,3.1405217391304348,0.001070914459358363
47,226,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,47000,3.139148936170213,0.0024437174195801603
48,187,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,48000,3.1370833333333334,0.00450932025645967
49,193,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,49000,3.136734693877551,0.00485795971224201
50,150,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,50000,3.13728,0.004312653589793047
51,178,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,51000,3.1378039215686275,0.003788732021165586
52,75,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,52000,3.136615384615385,0.004977268974408311
53,147,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,53000,3.137132075471698,0.004460578118095082
54,120,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,54000,3.1374074074074074,0.0041852461823856935
55,134,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,55000,3.1383272727272726,0.003265380862520484
56,121,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,56000,3.137,0.004592653589793105
57,38,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,57000,3.1378947368421053,0.003697916747687824
58,132,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,58000,3.1366206896551723,0.004971963934620849
59,127,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,59000,3.137152542372881,0.004440111216911902
60,133,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,60000,3.1366,0.004992653589793061
61,131,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,61000,3.1379016393442623,0.003691014245530866
62,118,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,62000,3.1383870967741934,0.0032055568155997527
63,129,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,63000,3.13815873015873,0.0034339234310629685
64,114,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,64000,3.1378125,0.0037801535897932226
65,116,2026-06-16 13:45:06,2026-06-16 13:47:19,133.0,65000,3.1365538461538462,0.005038807435946868
