j,job_id,submit_time,execute_time,timestamp,queue_wait_s,turnaround_s,memory_usage_mb,N,pi_est,error
1,0,2026-07-21 09:47:41,2026-07-21 09:48:08,2026-07-21 09:48:08,27.0,27.0,0,1000,3.12,0.02159265358979301
2,1,2026-07-21 09:47:41,2026-07-21 09:48:09,2026-07-21 09:48:09,28.0,28.0,0,2000,3.104,0.037592653589793024
3,3,2026-07-21 09:47:41,2026-07-21 09:48:10,2026-07-21 09:48:10,29.0,29.0,0,3000,3.124,0.017592653589793006
4,2,2026-07-21 09:47:41,2026-07-21 09:48:09,2026-07-21 09:48:10,28.0,29.0,0,4000,3.138,0.0035926535897932155
5,9,2026-07-21 09:47:41,2026-07-21 09:48:10,2026-07-21 09:48:11,29.0,30.0,0,5000,3.144,0.002407346410207012
6,8,2026-07-21 09:47:41,2026-07-21 09:48:11,2026-07-21 09:48:11,30.0,30.0,0,6000,3.1406666666666667,0.0009259869231263984
7,13,2026-07-21 09:47:41,2026-07-21 09:48:10,2026-07-21 09:48:11,29.0,30.0,0,7000,3.133142857142857,0.008449796446936109
8,11,2026-07-21 09:47:41,2026-07-21 09:48:11,2026-07-21 09:48:11,30.0,30.0,0,8000,3.132,0.009592653589792999
9,10,2026-07-21 09:47:41,2026-07-21 09:48:11,2026-07-21 09:48:11,30.0,30.0,0,9000,3.14,0.0015926535897929917
10,14,2026-07-21 09:47:41,2026-07-21 09:48:10,2026-07-21 09:48:11,29.0,30.0,0,10000,3.1388,0.0027926535897933036
11,17,2026-07-21 09:47:41,2026-07-21 09:48:11,2026-07-21 09:48:11,30.0,30.0,0,11000,3.136,0.005592653589792995
12,16,2026-07-21 09:47:41,2026-07-21 09:48:11,2026-07-21 09:48:11,30.0,30.0,0,12000,3.134,0.007592653589793219
13,18,2026-07-21 09:47:41,2026-07-21 09:48:11,2026-07-21 09:48:11,30.0,30.0,0,13000,3.1307692307692307,0.010823422820562367
14,19,2026-07-21 09:47:41,2026-07-21 09:48:11,2026-07-21 09:48:11,30.0,30.0,0,14000,3.133714285714286,0.00787836787550722
15,6,2026-07-21 09:47:41,2026-07-21 09:48:10,2026-07-21 09:48:11,29.0,30.0,0,15000,3.1376,0.003992653589793171
16,12,2026-07-21 09:47:41,2026-07-21 09:48:11,2026-07-21 09:48:12,30.0,31.0,0,16000,3.13775,0.003842653589793077
17,28,2026-07-21 09:47:41,2026-07-21 09:48:11,2026-07-21 09:48:12,30.0,31.0,0,17000,3.1418823529411766,0.0002896993513834545
18,29,2026-07-21 09:47:41,2026-07-21 09:48:12,2026-07-21 09:48:12,31.0,31.0,0,18000,3.1435555555555554,0.0019629019657623203
19,15,2026-07-21 09:47:41,2026-07-21 09:48:11,2026-07-21 09:48:12,30.0,31.0,0,19000,3.140842105263158,0.0007505483266352364
20,33,2026-07-21 09:47:41,2026-07-21 09:48:12,2026-07-21 09:48:12,31.0,31.0,0,20000,3.1398,0.0017926535897929696
21,27,2026-07-21 09:47:41,2026-07-21 09:48:11,2026-07-21 09:48:12,30.0,31.0,0,21000,3.142095238095238,0.0005025845054449363
22,26,2026-07-21 09:47:41,2026-07-21 09:48:11,2026-07-21 09:48:12,30.0,31.0,0,22000,3.1454545454545455,0.003861891864752387
23,32,2026-07-21 09:47:41,2026-07-21 09:48:12,2026-07-21 09:48:12,31.0,31.0,0,23000,3.144173913043478,0.0025812594536849254
24,24,2026-07-21 09:47:41,2026-07-21 09:48:11,2026-07-21 09:48:12,30.0,31.0,0,24000,3.146333333333333,0.004740679743540088
25,30,2026-07-21 09:47:41,2026-07-21 09:48:11,2026-07-21 09:48:12,30.0,31.0,0,25000,3.14576,0.004167346410206996
26,31,2026-07-21 09:47:41,2026-07-21 09:48:11,2026-07-21 09:48:12,30.0,31.0,0,26000,3.1466153846153846,0.005022731025591476
27,25,2026-07-21 09:47:41,2026-07-21 09:48:11,2026-07-21 09:48:12,30.0,31.0,0,27000,3.145925925925926,0.004333272336132676
28,21,2026-07-21 09:47:41,2026-07-21 09:48:12,2026-07-21 09:48:12,31.0,31.0,0,28000,3.1424285714285713,0.0008359178387782329
29,35,2026-07-21 09:47:41,2026-07-21 09:48:12,2026-07-21 09:48:12,31.0,31.0,0,29000,3.141241379310345,0.00035127427944825484
30,34,2026-07-21 09:47:41,2026-07-21 09:48:12,2026-07-21 09:48:12,31.0,31.0,0,30000,3.1430666666666665,0.0014740130768733373
31,20,2026-07-21 09:47:41,2026-07-21 09:48:12,2026-07-21 09:48:12,31.0,31.0,0,31000,3.139741935483871,0.0018507181059219668
32,36,2026-07-21 09:47:41,2026-07-21 09:48:12,2026-07-21 09:48:12,31.0,31.0,0,32000,3.144125,0.0025323464102067206
33,22,2026-07-21 09:47:41,2026-07-21 09:48:11,2026-07-21 09:48:12,30.0,31.0,0,33000,3.1444848484848484,0.0028921948950553222
34,23,2026-07-21 09:47:41,2026-07-21 09:48:11,2026-07-21 09:48:12,30.0,31.0,0,34000,3.142235294117647,0.0006426405278538994
35,37,2026-07-21 09:47:41,2026-07-21 09:48:12,2026-07-21 09:48:12,31.0,31.0,0,35000,3.1414857142857144,0.00010693930407867924
36,44,2026-07-21 09:47:41,2026-07-21 09:48:12,2026-07-21 09:48:12,31.0,31.0,0,36000,3.1424444444444446,0.0008517908546514796
37,7,2026-07-21 09:47:41,2026-07-21 09:48:11,2026-07-21 09:48:12,30.0,31.0,0,37000,3.1417297297297297,0.0001370761399366316
38,5,2026-07-21 09:47:41,2026-07-21 09:48:11,2026-07-21 09:48:12,30.0,31.0,0,38000,3.143157894736842,0.0015652411470488126
39,4,2026-07-21 09:47:41,2026-07-21 09:48:11,2026-07-21 09:48:12,30.0,31.0,0,39000,3.140820512820513,0.0007721407692802273
40,42,2026-07-21 09:47:41,2026-07-21 09:48:12,2026-07-21 09:48:12,31.0,31.0,0,40000,3.1396,0.0019926535897929476
41,41,2026-07-21 09:47:41,2026-07-21 09:48:12,2026-07-21 09:48:12,31.0,31.0,0,41000,3.139219512195122,0.002373141394671041
42,40,2026-07-21 09:47:41,2026-07-21 09:48:12,2026-07-21 09:48:12,31.0,31.0,0,42000,3.139047619047619,0.0025450345421740295
43,59,2026-07-21 09:47:41,2026-07-21 09:48:13,2026-07-21 09:48:13,32.0,32.0,0,43000,3.138325581395349,0.0032670721944443315
44,65,2026-07-21 09:47:41,2026-07-21 09:48:13,2026-07-21 09:48:13,32.0,32.0,0,44000,3.140181818181818,0.0014108354079751528
45,70,2026-07-21 09:47:41,2026-07-21 09:48:13,2026-07-21 09:48:13,32.0,32.0,0,45000,3.1401777777777777,0.0014148758120153815
46,66,2026-07-21 09:47:41,2026-07-21 09:48:13,2026-07-21 09:48:13,32.0,32.0,0,46000,3.1407826086956523,0.0008100448941408267
47,67,2026-07-21 09:47:41,2026-07-21 09:48:13,2026-07-21 09:48:13,32.0,32.0,0,47000,3.1417872340425532,0.00019458045276010694
48,63,2026-07-21 09:47:41,2026-07-21 09:48:13,2026-07-21 09:48:13,32.0,32.0,0,48000,3.1434166666666665,0.0018240130768734097
49,62,2026-07-21 09:47:41,2026-07-21 09:48:13,2026-07-21 09:48:13,32.0,32.0,0,49000,3.144408163265306,0.002815509675512917
50,60,2026-07-21 09:47:41,2026-07-21 09:48:13,2026-07-21 09:48:13,32.0,32.0,0,50000,3.14384,0.002247346410206852
51,48,2026-07-21 09:47:41,2026-07-21 09:48:12,2026-07-21 09:48:13,31.0,32.0,0,51000,3.1454117647058824,0.0038191111160892355
52,49,2026-07-21 09:47:41,2026-07-21 09:48:12,2026-07-21 09:48:13,31.0,32.0,0,52000,3.146,0.004407346410206792
53,61,2026-07-21 09:47:41,2026-07-21 09:48:13,2026-07-21 09:48:13,32.0,32.0,0,53000,3.14611320754717,0.004520553957376716
