j,job_id,submit_time,execute_time,timestamp,queue_wait_s,turnaround_s,memory_usage_mb,N,pi_est,error
1,0,2026-07-13 16:52:06,2026-07-13 16:52:52,2026-07-13 16:52:53,46.0,47.0,0,100,2.96,0.18159265358979315
2,1,2026-07-13 16:52:06,2026-07-13 16:52:53,2026-07-13 16:52:53,47.0,47.0,0,200,3.08,0.061592653589793045
3,2,2026-07-13 16:52:06,2026-07-13 16:52:53,2026-07-13 16:52:53,47.0,47.0,0,300,3.16,0.018407346410207026
4,5,2026-07-13 16:52:06,2026-07-13 16:52:54,2026-07-13 16:52:54,48.0,48.0,0,400,3.2,0.05840734641020706
5,4,2026-07-13 16:52:06,2026-07-13 16:52:54,2026-07-13 16:52:54,48.0,48.0,0,500,3.168,0.026407346410207033
6,3,2026-07-13 16:52:06,2026-07-13 16:52:53,2026-07-13 16:52:54,47.0,48.0,0,600,3.1333333333333333,0.008259320256459812
7,8,2026-07-13 16:52:07,2026-07-13 16:52:55,2026-07-13 16:52:55,49.0,49.0,0,700,3.097142857142857,0.04444979644693614
8,6,2026-07-13 16:52:07,2026-07-13 16:52:54,2026-07-13 16:52:55,48.0,49.0,0,800,3.07,0.07159265358979328
9,7,2026-07-13 16:52:07,2026-07-13 16:52:55,2026-07-13 16:52:55,49.0,49.0,0,900,3.097777777777778,0.04381487581201515
10,9,2026-07-13 16:52:07,2026-07-13 16:52:55,2026-07-13 16:52:56,49.0,50.0,0,1000,3.056,0.08559265358979307
11,11,2026-07-13 16:52:06,2026-07-13 16:52:56,2026-07-13 16:52:56,50.0,50.0,0,1100,3.061818181818182,0.07977447177161112
12,10,2026-07-13 16:52:06,2026-07-13 16:52:56,2026-07-13 16:52:56,50.0,50.0,0,1200,3.0766666666666667,0.06492598692312646
13,12,2026-07-13 16:52:06,2026-07-13 16:52:56,2026-07-13 16:52:57,50.0,51.0,0,1300,3.083076923076923,0.05851573051287007
14,13,2026-07-13 16:52:06,2026-07-13 16:52:57,2026-07-13 16:52:57,51.0,51.0,0,1400,3.0914285714285716,0.05016408216122148
15,14,2026-07-13 16:52:06,2026-07-13 16:52:57,2026-07-13 16:52:57,51.0,51.0,0,1500,3.096,0.04559265358979303
