j,job_id,submit_time,execute_time,timestamp,queue_wait_s,turnaround_s,memory_usage_mb,N,pi_est,error
1,1,2026-07-13 16:26:11,2026-07-13 16:27:03,2026-07-13 16:27:03,52.0,52.0,0,100,3.04,0.10159265358979308
2,0,2026-07-13 16:26:11,2026-07-13 16:27:03,2026-07-13 16:27:04,52.0,53.0,0,200,3.08,0.061592653589793045
3,2,2026-07-13 16:26:12,2026-07-13 16:27:04,2026-07-13 16:27:04,53.0,53.0,0,300,3.1733333333333333,0.03174067974354022
4,5,2026-07-13 16:26:12,2026-07-13 16:27:05,2026-07-13 16:27:05,54.0,54.0,0,400,3.18,0.038407346410207044
5,4,2026-07-13 16:26:12,2026-07-13 16:27:05,2026-07-13 16:27:05,54.0,54.0,0,500,3.12,0.02159265358979301
6,3,2026-07-13 16:26:12,2026-07-13 16:27:04,2026-07-13 16:27:05,53.0,54.0,0,600,3.1133333333333333,0.02825932025645983
7,6,2026-07-13 16:26:12,2026-07-13 16:27:06,2026-07-13 16:27:06,55.0,55.0,0,700,3.1085714285714285,0.033021225018364575
8,7,2026-07-13 16:26:12,2026-07-13 16:27:06,2026-07-13 16:27:06,55.0,55.0,0,800,3.13,0.011592653589793223
9,9,2026-07-13 16:26:13,2026-07-13 16:27:07,2026-07-13 16:27:07,56.0,56.0,0,900,3.1422222222222222,0.0006295686324291339
10,8,2026-07-13 16:26:13,2026-07-13 16:27:07,2026-07-13 16:27:07,56.0,56.0,0,1000,3.144,0.002407346410207012
11,11,2026-07-13 16:26:11,2026-07-13 16:27:08,2026-07-13 16:27:08,57.0,57.0,0,1100,3.1345454545454547,0.00704719904433837
12,10,2026-07-13 16:26:11,2026-07-13 16:27:08,2026-07-13 16:27:08,57.0,57.0,0,1200,3.1133333333333333,0.02825932025645983
13,12,2026-07-13 16:26:11,2026-07-13 16:27:09,2026-07-13 16:27:09,58.0,58.0,0,1300,3.0923076923076924,0.04928496128210069
14,13,2026-07-13 16:26:11,2026-07-13 16:27:09,2026-07-13 16:27:09,58.0,58.0,0,1400,3.097142857142857,0.04444979644693614
15,14,2026-07-13 16:26:11,2026-07-13 16:27:09,2026-07-13 16:27:10,58.0,59.0,0,1500,3.0986666666666665,0.04292598692312666
16,15,2026-07-13 16:26:11,2026-07-13 16:27:09,2026-07-13 16:27:10,58.0,59.0,0,1600,3.0925,0.04909265358979331
17,17,2026-07-13 16:26:11,2026-07-13 16:27:10,2026-07-13 16:27:11,59.0,60.0,0,1700,3.103529411764706,0.038063241825087246
18,16,2026-07-13 16:26:11,2026-07-13 16:27:10,2026-07-13 16:27:11,59.0,60.0,0,1800,3.102222222222222,0.0393704313675709
19,18,2026-07-13 16:26:12,2026-07-13 16:27:11,2026-07-13 16:27:12,60.0,61.0,0,1900,3.1073684210526316,0.03422423253716156
20,19,2026-07-13 16:26:12,2026-07-13 16:27:11,2026-07-13 16:27:12,60.0,61.0,0,2000,3.098,0.04359265358979325
21,21,2026-07-13 16:26:12,2026-07-13 16:27:12,2026-07-13 16:27:13,61.0,62.0,0,2100,3.1066666666666665,0.03492598692312665
22,20,2026-07-13 16:26:12,2026-07-13 16:27:12,2026-07-13 16:27:13,61.0,62.0,0,2200,3.1145454545454547,0.027047199044338388
23,22,2026-07-13 16:26:12,2026-07-13 16:27:13,2026-07-13 16:27:14,62.0,63.0,0,2300,3.111304347826087,0.030288305763706003
24,98,2026-07-13 16:26:13,2026-07-13 16:27:15,2026-07-13 16:27:15,64.0,64.0,0,2400,3.1066666666666665,0.03492598692312665
25,62,2026-07-13 16:26:12,2026-07-13 16:27:15,2026-07-13 16:27:15,64.0,64.0,0,2500,3.1072,0.03439265358979293
26,60,2026-07-13 16:26:12,2026-07-13 16:27:14,2026-07-13 16:27:15,63.0,64.0,0,2600,3.1184615384615384,0.02313111512825472
27,61,2026-07-13 16:26:12,2026-07-13 16:27:15,2026-07-13 16:27:15,64.0,64.0,0,2700,3.1244444444444444,0.01714820914534876
28,39,2026-07-13 16:26:12,2026-07-13 16:27:14,2026-07-13 16:27:15,63.0,64.0,0,2800,3.1271428571428572,0.014449796446935892
