j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,2,2026-06-24 14:04:05,2026-06-24 14:04:25,20.0,100000,3.14068,0.0009126535897929777
2,6,2026-06-24 14:04:05,2026-06-24 14:04:26,21.0,200000,3.13824,0.0033526535897929755
3,1,2026-06-24 14:04:05,2026-06-24 14:04:26,21.0,300000,3.13912,0.0024726535897929836
4,3,2026-06-24 14:04:05,2026-06-24 14:04:26,21.0,400000,3.1385,0.0030926535897930485
5,8,2026-06-24 14:04:05,2026-06-24 14:04:27,22.0,500000,3.13836,0.0032326535897930775
6,5,2026-06-24 14:04:05,2026-06-24 14:04:28,23.0,600000,3.13736,0.004232653589792967
7,4,2026-06-24 14:04:05,2026-06-24 14:04:28,23.0,700000,3.137245714285714,0.004346939304078923
8,7,2026-06-24 14:04:05,2026-06-24 14:04:29,24.0,800000,3.13721,0.004382653589793062
9,0,2026-06-24 14:04:05,2026-06-24 14:04:29,24.0,900000,3.1381155555555558,0.003477098034237347
10,9,2026-06-24 14:04:05,2026-06-24 14:04:35,30.0,1000000,3.137576,0.004016653589792973
