j,job_id,submit_time,execute_time,timestamp,queue_wait_s,turnaround_s,memory_usage_mb,N,pi_est,error
1,0,2026-07-16 14:24:41,2026-07-16 14:26:09,2026-07-16 14:26:09,88.0,88.0,0,1000,3.176,0.03440734641020704
2,1,2026-07-16 14:24:41,2026-07-16 14:26:09,2026-07-16 14:26:10,88.0,89.0,0,2000,3.124,0.017592653589793006
3,3,2026-07-16 14:24:41,2026-07-16 14:26:10,2026-07-16 14:26:10,89.0,89.0,0,3000,3.1306666666666665,0.01092598692312663
4,2,2026-07-16 14:24:41,2026-07-16 14:26:10,2026-07-16 14:26:10,89.0,89.0,0,4000,3.141,0.0005926535897931018
5,5,2026-07-16 14:24:41,2026-07-16 14:26:11,2026-07-16 14:26:11,90.0,90.0,0,5000,3.1488,0.007207346410206927
6,4,2026-07-16 14:24:41,2026-07-16 14:26:11,2026-07-16 14:26:11,90.0,90.0,0,6000,3.1473333333333335,0.005740679743540422
7,6,2026-07-16 14:24:41,2026-07-16 14:26:12,2026-07-16 14:26:12,91.0,91.0,0,7000,3.1525714285714286,0.010978774981635464
8,7,2026-07-16 14:24:41,2026-07-16 14:26:12,2026-07-16 14:26:12,91.0,91.0,0,8000,3.1545,0.012907346410206966
9,9,2026-07-16 14:24:41,2026-07-16 14:26:12,2026-07-16 14:26:13,91.0,92.0,0,9000,3.1493333333333333,0.007740679743540202
10,8,2026-07-16 14:24:41,2026-07-16 14:26:12,2026-07-16 14:26:13,91.0,92.0,0,10000,3.1448,0.003207346410206924
11,11,2026-07-16 14:24:41,2026-07-16 14:26:13,2026-07-16 14:26:14,92.0,93.0,0,11000,3.153090909090909,0.011498255501115828
12,10,2026-07-16 14:24:41,2026-07-16 14:26:13,2026-07-16 14:26:14,92.0,93.0,0,12000,3.1536666666666666,0.012074013076873502
13,12,2026-07-16 14:24:41,2026-07-16 14:26:15,2026-07-16 14:26:15,94.0,94.0,0,13000,3.1538461538461537,0.012253500256360628
14,13,2026-07-16 14:24:41,2026-07-16 14:26:15,2026-07-16 14:26:15,94.0,94.0,0,14000,3.1591428571428573,0.017550203553064136
15,14,2026-07-16 14:24:41,2026-07-16 14:26:15,2026-07-16 14:26:16,94.0,95.0,0,15000,3.1578666666666666,0.016274013076873484
16,15,2026-07-16 14:24:41,2026-07-16 14:26:15,2026-07-16 14:26:16,94.0,95.0,0,16000,3.15675,0.015157346410207051
17,17,2026-07-16 14:24:41,2026-07-16 14:26:16,2026-07-16 14:26:17,95.0,96.0,0,17000,3.1578823529411766,0.01628969935138347
18,16,2026-07-16 14:24:41,2026-07-16 14:26:16,2026-07-16 14:26:17,95.0,96.0,0,18000,3.156888888888889,0.015296235299095962
19,18,2026-07-16 14:24:41,2026-07-16 14:26:17,2026-07-16 14:26:17,96.0,96.0,0,19000,3.1513684210526316,0.00977576746283848
20,19,2026-07-16 14:24:41,2026-07-16 14:26:17,2026-07-16 14:26:18,96.0,97.0,0,20000,3.1502,0.008607346410206773
21,21,2026-07-16 14:24:41,2026-07-16 14:26:18,2026-07-16 14:26:18,97.0,97.0,0,21000,3.153142857142857,0.011550203553063909
22,20,2026-07-16 14:24:41,2026-07-16 14:26:18,2026-07-16 14:26:18,97.0,97.0,0,22000,3.151818181818182,0.010225528228388736
23,22,2026-07-16 14:24:41,2026-07-16 14:26:18,2026-07-16 14:26:19,97.0,98.0,0,23000,3.1556521739130434,0.014059520323250307
24,23,2026-07-16 14:24:41,2026-07-16 14:26:19,2026-07-16 14:26:19,98.0,98.0,0,24000,3.1535,0.011907346410207076
25,60,2026-07-16 14:24:41,2026-07-16 14:26:20,2026-07-16 14:26:20,99.0,99.0,0,25000,3.15376,0.012167346410207003
26,49,2026-07-16 14:24:41,2026-07-16 14:26:20,2026-07-16 14:26:20,99.0,99.0,0,26000,3.1563076923076925,0.014715038717899365
27,61,2026-07-16 14:24:41,2026-07-16 14:26:20,2026-07-16 14:26:20,99.0,99.0,0,27000,3.1521481481481484,0.01055549455835525
28,39,2026-07-16 14:24:41,2026-07-16 14:26:20,2026-07-16 14:26:20,99.0,99.0,0,28000,3.1475714285714287,0.005978774981635571
29,33,2026-07-16 14:24:41,2026-07-16 14:26:19,2026-07-16 14:26:20,98.0,99.0,0,29000,3.1470344827586207,0.005441829168827628
30,24,2026-07-16 14:24:41,2026-07-16 14:26:19,2026-07-16 14:26:20,98.0,99.0,0,30000,3.1470666666666665,0.005474013076873341
31,30,2026-07-16 14:24:41,2026-07-16 14:26:20,2026-07-16 14:26:20,99.0,99.0,0,31000,3.145935483870968,0.00434283028117477
32,25,2026-07-16 14:24:41,2026-07-16 14:26:19,2026-07-16 14:26:20,98.0,99.0,0,32000,3.14725,0.005657346410206987
33,37,2026-07-16 14:24:41,2026-07-16 14:26:20,2026-07-16 14:26:20,99.0,99.0,0,33000,3.1455757575757577,0.003983103985964576
34,44,2026-07-16 14:24:41,2026-07-16 14:26:20,2026-07-16 14:26:20,99.0,99.0,0,34000,3.144823529411765,0.0032308758219716793
35,45,2026-07-16 14:24:41,2026-07-16 14:26:20,2026-07-16 14:26:20,99.0,99.0,0,35000,3.144685714285714,0.0030930606959209683
36,51,2026-07-16 14:24:41,2026-07-16 14:26:20,2026-07-16 14:26:20,99.0,99.0,0,36000,3.1443333333333334,0.0027406797435403085
