j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,9,2026-06-24 14:04:29,2026-06-24 14:04:34,5.0,100000,3.15572,0.014127346410206965
2,7,2026-06-24 14:04:29,2026-06-24 14:04:34,5.0,200000,3.14718,0.0055873464102069725
3,5,2026-06-24 14:04:29,2026-06-24 14:04:34,5.0,300000,3.14432,0.002727346410206888
4,4,2026-06-24 14:04:29,2026-06-24 14:04:34,5.0,400000,3.14335,0.0017573464102067504
5,0,2026-06-24 14:04:29,2026-06-24 14:04:34,5.0,500000,3.143712,0.002119346410206724
6,1,2026-06-24 14:04:29,2026-06-24 14:04:34,5.0,600000,3.14492,0.0033273464102068218
7,3,2026-06-24 14:04:29,2026-06-24 14:04:34,5.0,700000,3.1437714285714287,0.002178774981635545
8,2,2026-06-24 14:04:29,2026-06-24 14:04:34,5.0,800000,3.14303,0.0014373464102068745
9,8,2026-06-24 14:04:29,2026-06-24 14:04:35,6.0,900000,3.1421111111111113,0.000518457521318183
10,6,2026-06-24 14:04:29,2026-06-24 14:04:37,8.0,1000000,3.142,0.0004073464102067881
