j,job_id,submit_time,execute_time,timestamp,queue_wait_s,turnaround_s,memory_usage_mb,N,pi_est,error
1,0,2026-07-21 09:24:54,2026-07-21 09:25:38,2026-07-21 09:25:39,44.0,45.0,0,1000,3.004,0.1375926535897931
2,1,2026-07-21 09:24:54,2026-07-21 09:25:39,2026-07-21 09:25:40,45.0,46.0,0,2000,3.05,0.0915926535897933
3,2,2026-07-21 09:24:54,2026-07-21 09:25:40,2026-07-21 09:25:41,46.0,47.0,0,3000,3.058666666666667,0.08292598692312625
4,13,2026-07-21 09:24:54,2026-07-21 09:25:41,2026-07-21 09:25:42,47.0,48.0,0,4000,3.082,0.059592653589793265
5,19,2026-07-21 09:24:54,2026-07-21 09:25:42,2026-07-21 09:25:42,48.0,48.0,0,5000,3.0752,0.06639265358979296
6,6,2026-07-21 09:24:54,2026-07-21 09:25:41,2026-07-21 09:25:42,47.0,48.0,0,6000,3.1046666666666667,0.03692598692312643
7,7,2026-07-21 09:24:54,2026-07-21 09:25:41,2026-07-21 09:25:42,47.0,48.0,0,7000,3.1165714285714285,0.025021225018364568
8,5,2026-07-21 09:24:54,2026-07-21 09:25:41,2026-07-21 09:25:42,47.0,48.0,0,8000,3.1175,0.024092653589792956
9,21,2026-07-21 09:24:54,2026-07-21 09:25:42,2026-07-21 09:25:43,48.0,49.0,0,9000,3.1222222222222222,0.019370431367570884
10,9,2026-07-21 09:24:54,2026-07-21 09:25:42,2026-07-21 09:25:44,48.0,50.0,0,10000,3.13,0.011592653589793223
11,153,2026-07-21 09:24:54,2026-07-21 09:25:42,2026-07-21 09:25:44,48.0,50.0,0,11000,3.130909090909091,0.010683562680702252
12,39,2026-07-21 09:24:54,2026-07-21 09:25:42,2026-07-21 09:25:44,48.0,50.0,0,12000,3.136,0.005592653589792995
13,14,2026-07-21 09:24:54,2026-07-21 09:25:42,2026-07-21 09:25:44,48.0,50.0,0,13000,3.1353846153846154,0.0062080382051776795
14,28,2026-07-21 09:24:54,2026-07-21 09:25:42,2026-07-21 09:25:44,48.0,50.0,0,14000,3.1274285714285712,0.014164082161221891
15,17,2026-07-21 09:24:54,2026-07-21 09:25:43,2026-07-21 09:25:44,49.0,50.0,0,15000,3.122933333333333,0.01865932025646
16,16,2026-07-21 09:24:54,2026-07-21 09:25:42,2026-07-21 09:25:44,48.0,50.0,0,16000,3.12575,0.015842653589793088
17,26,2026-07-21 09:24:54,2026-07-21 09:25:43,2026-07-21 09:25:44,49.0,50.0,0,17000,3.1291764705882352,0.01241618300155789
18,32,2026-07-21 09:24:54,2026-07-21 09:25:42,2026-07-21 09:25:44,48.0,50.0,0,18000,3.1286666666666667,0.012925986923126409
19,18,2026-07-21 09:24:54,2026-07-21 09:25:43,2026-07-21 09:25:44,49.0,50.0,0,19000,3.1282105263157893,0.013382127274003786
20,31,2026-07-21 09:24:54,2026-07-21 09:25:42,2026-07-21 09:25:44,48.0,50.0,0,20000,3.1278,0.01379265358979298
21,22,2026-07-21 09:24:54,2026-07-21 09:25:42,2026-07-21 09:25:44,48.0,50.0,0,21000,3.125714285714286,0.015878367875507227
22,3,2026-07-21 09:24:54,2026-07-21 09:25:42,2026-07-21 09:25:44,48.0,50.0,0,22000,3.1265454545454547,0.015047199044338377
23,8,2026-07-21 09:24:54,2026-07-21 09:25:43,2026-07-21 09:25:45,49.0,51.0,0,23000,3.1328695652173915,0.008723088372401655
24,48,2026-07-21 09:24:54,2026-07-21 09:25:43,2026-07-21 09:25:45,49.0,51.0,0,24000,3.1333333333333333,0.008259320256459812
25,44,2026-07-21 09:24:54,2026-07-21 09:25:43,2026-07-21 09:25:45,49.0,51.0,0,25000,3.1336,0.007992653589793175
26,45,2026-07-21 09:24:54,2026-07-21 09:25:43,2026-07-21 09:25:45,49.0,51.0,0,26000,3.133230769230769,0.008361884359024074
27,51,2026-07-21 09:24:54,2026-07-21 09:25:43,2026-07-21 09:25:45,49.0,51.0,0,27000,3.133777777777778,0.00781487581201512
28,46,2026-07-21 09:24:54,2026-07-21 09:25:43,2026-07-21 09:25:45,49.0,51.0,0,28000,3.1327142857142856,0.008878367875507553
29,40,2026-07-21 09:24:54,2026-07-21 09:25:43,2026-07-21 09:25:45,49.0,51.0,0,29000,3.131586206896552,0.010006446693241244
30,345,2026-07-21 09:24:54,2026-07-21 09:25:44,2026-07-21 09:25:46,50.0,52.0,0,30000,3.1313333333333335,0.010259320256459592
31,336,2026-07-21 09:24:54,2026-07-21 09:25:43,2026-07-21 09:25:46,49.0,52.0,0,31000,3.1294193548387095,0.012173298751083639
32,337,2026-07-21 09:24:54,2026-07-21 09:25:43,2026-07-21 09:25:46,49.0,52.0,0,32000,3.130125,0.01146765358979307
33,306,2026-07-21 09:24:54,2026-07-21 09:25:43,2026-07-21 09:25:46,49.0,52.0,0,33000,3.12969696969697,0.01189568389282325
34,50,2026-07-21 09:24:54,2026-07-21 09:25:43,2026-07-21 09:25:46,49.0,52.0,0,34000,3.1291764705882352,0.01241618300155789
35,52,2026-07-21 09:24:54,2026-07-21 09:25:43,2026-07-21 09:25:46,49.0,52.0,0,35000,3.126514285714286,0.015078367875507315
36,42,2026-07-21 09:24:54,2026-07-21 09:25:43,2026-07-21 09:25:46,49.0,52.0,0,36000,3.1261111111111113,0.015481542478681831
37,54,2026-07-21 09:24:54,2026-07-21 09:25:44,2026-07-21 09:25:46,50.0,52.0,0,37000,3.1262702702702705,0.015322383319522626
38,369,2026-07-21 09:24:54,2026-07-21 09:25:44,2026-07-21 09:25:47,50.0,53.0,0,38000,3.1266315789473684,0.014961074642424688
39,64,2026-07-21 09:24:54,2026-07-21 09:25:44,2026-07-21 09:25:47,50.0,53.0,0,39000,3.1262564102564103,0.015336243333382793
40,58,2026-07-21 09:24:54,2026-07-21 09:25:44,2026-07-21 09:25:47,50.0,53.0,0,40000,3.1262,0.015392653589793248
41,67,2026-07-21 09:24:54,2026-07-21 09:25:44,2026-07-21 09:25:47,50.0,53.0,0,41000,3.125658536585366,0.01593411700442715
42,394,2026-07-21 09:24:54,2026-07-21 09:25:44,2026-07-21 09:25:47,50.0,53.0,0,42000,3.1253333333333333,0.01625932025645982
43,60,2026-07-21 09:24:54,2026-07-21 09:25:44,2026-07-21 09:25:47,50.0,53.0,0,43000,3.126046511627907,0.015546141961886306
44,49,2026-07-21 09:24:54,2026-07-21 09:25:45,2026-07-21 09:25:47,51.0,53.0,0,44000,3.1264545454545454,0.015138108135247741
45,61,2026-07-21 09:24:54,2026-07-21 09:25:44,2026-07-21 09:25:47,50.0,53.0,0,45000,3.1259555555555556,0.015637098034237518
46,12,2026-07-21 09:24:54,2026-07-21 09:25:44,2026-07-21 09:25:47,50.0,53.0,0,46000,3.126,0.015592653589793226
47,11,2026-07-21 09:24:54,2026-07-21 09:25:44,2026-07-21 09:25:47,50.0,53.0,0,47000,3.1260425531914895,0.015550100398303623
48,29,2026-07-21 09:24:54,2026-07-21 09:25:45,2026-07-21 09:25:47,51.0,53.0,0,48000,3.12575,0.015842653589793088
49,15,2026-07-21 09:24:54,2026-07-21 09:25:44,2026-07-21 09:25:47,50.0,53.0,0,49000,3.125469387755102,0.016123265834691036
50,480,2026-07-21 09:24:54,2026-07-21 09:25:45,2026-07-21 09:25:47,51.0,53.0,0,50000,3.12592,0.015672653589793306
51,33,2026-07-21 09:24:54,2026-07-21 09:25:45,2026-07-21 09:25:47,51.0,53.0,0,51000,3.1272156862745097,0.014376967315283373
52,27,2026-07-21 09:24:54,2026-07-21 09:25:45,2026-07-21 09:25:47,51.0,53.0,0,52000,3.1286923076923077,0.012900345897485455
53,25,2026-07-21 09:24:54,2026-07-21 09:25:44,2026-07-21 09:25:47,50.0,53.0,0,53000,3.1285283018867927,0.013064351703000465
54,489,2026-07-21 09:24:54,2026-07-21 09:25:45,2026-07-21 09:25:47,51.0,53.0,0,54000,3.1275555555555554,0.014037098034237694
55,23,2026-07-21 09:24:54,2026-07-21 09:25:44,2026-07-21 09:25:47,50.0,53.0,0,55000,3.1283636363636362,0.01322901722615688
56,57,2026-07-21 09:24:54,2026-07-21 09:25:44,2026-07-21 09:25:47,50.0,53.0,0,56000,3.1292142857142857,0.01237836787550739
57,43,2026-07-21 09:24:54,2026-07-21 09:25:45,2026-07-21 09:25:47,51.0,53.0,0,57000,3.1293333333333333,0.012259320256459816
58,55,2026-07-21 09:24:54,2026-07-21 09:25:44,2026-07-21 09:25:47,50.0,53.0,0,58000,3.1288275862068966,0.012765067382896511
59,553,2026-07-21 09:24:54,2026-07-21 09:25:46,2026-07-21 09:25:48,52.0,54.0,0,59000,3.1294237288135593,0.01216892477623377
60,59,2026-07-21 09:24:54,2026-07-21 09:25:46,2026-07-21 09:25:48,52.0,54.0,0,60000,3.127866666666667,0.013725986923126321
61,71,2026-07-21 09:24:54,2026-07-21 09:25:46,2026-07-21 09:25:48,52.0,54.0,0,61000,3.1272131147540985,0.01437953883569465
