j,job_id,submit_time,execute_time,timestamp,queue_wait_s,turnaround_s,memory_usage_mb,N,pi_est,error
1,10,2026-07-13 14:47:05,2026-07-13 14:47:51,2026-07-13 14:47:51,47.0,47.0,0,100,3.16,0.018407346410207026
2,14,2026-07-13 14:47:05,2026-07-13 14:47:51,2026-07-13 14:47:51,47.0,47.0,0,200,3.16,0.018407346410207026
3,6,2026-07-13 14:47:05,2026-07-13 14:47:51,2026-07-13 14:47:51,47.0,47.0,0,300,3.08,0.061592653589793045
4,7,2026-07-13 14:47:06,2026-07-13 14:47:51,2026-07-13 14:47:51,47.0,47.0,0,400,3.15,0.008407346410206795
5,5,2026-07-13 14:47:05,2026-07-13 14:47:51,2026-07-13 14:47:51,47.0,47.0,0,500,3.176,0.03440734641020704
6,4,2026-07-13 14:47:05,2026-07-13 14:47:51,2026-07-13 14:47:51,47.0,47.0,0,600,3.16,0.018407346410207026
7,0,2026-07-13 14:47:04,2026-07-13 14:47:51,2026-07-13 14:47:51,47.0,47.0,0,700,3.1314285714285712,0.010164082161221888
8,1,2026-07-13 14:47:05,2026-07-13 14:47:51,2026-07-13 14:47:51,47.0,47.0,0,800,3.14,0.0015926535897929917
9,3,2026-07-13 14:47:05,2026-07-13 14:47:51,2026-07-13 14:47:51,47.0,47.0,0,900,3.1466666666666665,0.005074013076873385
10,2,2026-07-13 14:47:05,2026-07-13 14:47:51,2026-07-13 14:47:51,47.0,47.0,0,1000,3.156,0.014407346410207023
11,9,2026-07-13 14:47:06,2026-07-13 14:47:51,2026-07-13 14:47:52,47.0,48.0,0,1100,3.1963636363636363,0.05477098277384318
12,12,2026-07-13 14:47:05,2026-07-13 14:47:51,2026-07-13 14:47:52,47.0,48.0,0,1200,3.19,0.04840734641020683
13,13,2026-07-13 14:47:05,2026-07-13 14:47:51,2026-07-13 14:47:52,47.0,48.0,0,1300,3.1969230769230768,0.05533042333328364
14,39,2026-07-13 14:47:05,2026-07-13 14:47:52,2026-07-13 14:47:52,48.0,48.0,0,1400,3.1885714285714286,0.046978774981635496
15,11,2026-07-13 14:47:05,2026-07-13 14:47:51,2026-07-13 14:47:52,47.0,48.0,0,1500,3.1866666666666665,0.04507401307687342
16,28,2026-07-13 14:47:05,2026-07-13 14:47:51,2026-07-13 14:47:52,47.0,48.0,0,1600,3.17,0.028407346410206813
17,29,2026-07-13 14:47:05,2026-07-13 14:47:52,2026-07-13 14:47:52,48.0,48.0,0,1700,3.1482352941176472,0.006642640527854127
18,15,2026-07-13 14:47:05,2026-07-13 14:47:51,2026-07-13 14:47:52,47.0,48.0,0,1800,3.151111111111111,0.00951845752131808
19,17,2026-07-13 14:47:05,2026-07-13 14:47:51,2026-07-13 14:47:52,47.0,48.0,0,1900,3.1642105263157894,0.022617872725996246
20,16,2026-07-13 14:47:05,2026-07-13 14:47:51,2026-07-13 14:47:52,47.0,48.0,0,2000,3.166,0.02440734641020681
21,18,2026-07-13 14:47:05,2026-07-13 14:47:51,2026-07-13 14:47:52,47.0,48.0,0,2100,3.1676190476190476,0.02602639402925444
22,30,2026-07-13 14:47:05,2026-07-13 14:47:51,2026-07-13 14:47:52,47.0,48.0,0,2200,3.170909090909091,0.029316437319297783
23,19,2026-07-13 14:47:05,2026-07-13 14:47:51,2026-07-13 14:47:52,47.0,48.0,0,2300,3.154782608695652,0.013189955105858964
24,21,2026-07-13 14:47:05,2026-07-13 14:47:51,2026-07-13 14:47:52,47.0,48.0,0,2400,3.145,0.0034073464102069018
25,20,2026-07-13 14:47:05,2026-07-13 14:47:51,2026-07-13 14:47:52,47.0,48.0,0,2500,3.1552,0.013607346410206667
