j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,33,2026-06-24 13:17:15,2026-06-24 13:25:36,501.0,100,2.8,0.3415926535897933
2,61,2026-06-24 13:17:15,2026-06-24 13:25:37,502.0,200,3.02,0.1215926535897931
3,9,2026-06-24 13:17:15,2026-06-24 13:25:40,505.0,300,3.026666666666667,0.11492598692312628
4,28,2026-06-24 13:17:15,2026-06-24 13:25:40,505.0,400,3.09,0.05159265358979326
5,17,2026-06-24 13:17:15,2026-06-24 13:25:40,505.0,500,3.128,0.013592653589793002
6,27,2026-06-24 13:17:15,2026-06-24 13:25:40,505.0,600,3.16,0.018407346410207026
7,32,2026-06-24 13:17:15,2026-06-24 13:25:40,505.0,700,3.1485714285714286,0.0069787749816354605
8,24,2026-06-24 13:17:15,2026-06-24 13:25:40,505.0,800,3.165,0.02340734641020692
9,25,2026-06-24 13:17:15,2026-06-24 13:25:40,505.0,900,3.1466666666666665,0.005074013076873385
10,23,2026-06-24 13:17:15,2026-06-24 13:25:40,505.0,1000,3.128,0.013592653589793002
11,4,2026-06-24 13:17:15,2026-06-24 13:25:40,505.0,1100,3.1236363636363635,0.01795628995342957
12,1,2026-06-24 13:17:15,2026-06-24 13:25:40,505.0,1200,3.11,0.03159265358979324
13,3,2026-06-24 13:17:15,2026-06-24 13:25:40,505.0,1300,3.086153846153846,0.05543880743594709
14,30,2026-06-24 13:17:15,2026-06-24 13:25:41,506.0,1400,3.08,0.061592653589793045
15,31,2026-06-24 13:17:15,2026-06-24 13:25:41,506.0,1500,3.088,0.05359265358979304
16,34,2026-06-24 13:17:15,2026-06-24 13:25:41,506.0,1600,3.0925,0.04909265358979331
17,37,2026-06-24 13:17:15,2026-06-24 13:25:41,506.0,1700,3.0776470588235294,0.06394559476626371
18,45,2026-06-24 13:17:15,2026-06-24 13:25:41,506.0,1800,3.071111111111111,0.07048154247868199
19,46,2026-06-24 13:17:15,2026-06-24 13:25:41,506.0,1900,3.071578947368421,0.07001370622137193
