j,job_id,submit_time,execute_time,timestamp,queue_wait_s,turnaround_s,memory_usage_mb,N,pi_est,error
1,0,2026-07-20 15:48:18,2026-07-20 15:48:55,2026-07-20 15:48:56,37.0,38.0,0,1000,3.216,0.07440734641020708
2,1,2026-07-20 15:48:18,2026-07-20 15:48:56,2026-07-20 15:48:56,38.0,38.0,0,2000,3.214,0.07240734641020685
3,3,2026-07-20 15:48:18,2026-07-20 15:48:57,2026-07-20 15:48:57,39.0,39.0,0,3000,3.2,0.05840734641020706
4,2,2026-07-20 15:48:18,2026-07-20 15:48:56,2026-07-20 15:48:57,38.0,39.0,0,4000,3.184,0.04240734641020705
5,6,2026-07-20 15:48:18,2026-07-20 15:48:58,2026-07-20 15:48:58,40.0,40.0,0,5000,3.1584,0.016807346410206758
6,5,2026-07-20 15:48:18,2026-07-20 15:48:58,2026-07-20 15:48:58,40.0,40.0,0,6000,3.146,0.004407346410206792
7,4,2026-07-20 15:48:18,2026-07-20 15:48:57,2026-07-20 15:48:58,39.0,40.0,0,7000,3.1394285714285712,0.002164082161221881
8,7,2026-07-20 15:48:18,2026-07-20 15:48:59,2026-07-20 15:48:59,41.0,41.0,0,8000,3.136,0.005592653589792995
9,8,2026-07-20 15:48:18,2026-07-20 15:48:59,2026-07-20 15:49:00,41.0,42.0,0,9000,3.1395555555555554,0.002037098034237683
10,38,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:01,42.0,43.0,0,10000,3.1452,0.0036073464102068797
11,14,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:01,42.0,43.0,0,11000,3.137090909090909,0.004501744498884186
12,27,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:01,42.0,43.0,0,12000,3.133,0.008592653589793109
13,32,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:01,42.0,43.0,0,13000,3.139076923076923,0.002515730512870018
14,18,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:01,42.0,43.0,0,14000,3.1394285714285712,0.002164082161221881
15,24,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:01,42.0,43.0,0,15000,3.1416,7.346410206832132e-06
16,30,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:01,42.0,43.0,0,16000,3.14275,0.0011573464102068165
17,20,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:01,42.0,43.0,0,17000,3.139764705882353,0.001827947707440103
18,36,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:01,42.0,43.0,0,18000,3.1355555555555554,0.006037098034237687
19,37,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:01,42.0,43.0,0,19000,3.1378947368421053,0.003697916747687824
20,79,2026-07-20 15:48:18,2026-07-20 15:49:01,2026-07-20 15:49:01,43.0,43.0,0,20000,3.1388,0.0027926535897933036
21,42,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:01,42.0,43.0,0,21000,3.1384761904761906,0.0031164631136024745
22,72,2026-07-20 15:48:18,2026-07-20 15:49:01,2026-07-20 15:49:02,43.0,44.0,0,22000,3.1352727272727274,0.006319926317065683
23,62,2026-07-20 15:48:18,2026-07-20 15:49:01,2026-07-20 15:49:02,43.0,44.0,0,23000,3.138086956521739,0.0035056970680540367
24,48,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:02,42.0,44.0,0,24000,3.1373333333333333,0.004259320256459809
25,49,2026-07-20 15:48:18,2026-07-20 15:49:01,2026-07-20 15:49:02,43.0,44.0,0,25000,3.13552,0.006072653589793031
26,12,2026-07-20 15:48:18,2026-07-20 15:49:01,2026-07-20 15:49:02,43.0,44.0,0,26000,3.136769230769231,0.00482342282056214
27,39,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:02,42.0,44.0,0,27000,3.137037037037037,0.00455561655275627
28,10,2026-07-20 15:48:18,2026-07-20 15:49:01,2026-07-20 15:49:02,43.0,44.0,0,28000,3.1375714285714285,0.00402122501836466
29,28,2026-07-20 15:48:18,2026-07-20 15:49:01,2026-07-20 15:49:02,43.0,44.0,0,29000,3.1357241379310343,0.005868515658758788
30,29,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:02,42.0,44.0,0,30000,3.1374666666666666,0.00412598692312649
31,15,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:02,42.0,44.0,0,31000,3.1331612903225805,0.00843136326721261
32,16,2026-07-20 15:48:18,2026-07-20 15:49:01,2026-07-20 15:49:02,43.0,44.0,0,32000,3.135625,0.005967653589793009
33,19,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:02,42.0,44.0,0,33000,3.1324848484848484,0.009107805104944688
34,35,2026-07-20 15:48:18,2026-07-20 15:49:01,2026-07-20 15:49:02,43.0,44.0,0,34000,3.133294117647059,0.008298535942734109
35,22,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:02,42.0,44.0,0,35000,3.1361142857142856,0.005478367875507484
36,50,2026-07-20 15:48:18,2026-07-20 15:49:01,2026-07-20 15:49:02,43.0,44.0,0,36000,3.137777777777778,0.003814875812015117
37,44,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:02,42.0,44.0,0,37000,3.1363243243243244,0.005268329265468719
38,45,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:02,42.0,44.0,0,38000,3.1357894736842105,0.005803179905582656
39,51,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:02,42.0,44.0,0,39000,3.136820512820513,0.004772140769280231
40,52,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:02,42.0,44.0,0,40000,3.1361,0.005492653589793228
41,46,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:02,42.0,44.0,0,41000,3.1355121951219513,0.006080458467841776
42,56,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:02,42.0,44.0,0,42000,3.1347619047619046,0.006830748827888478
43,57,2026-07-20 15:48:18,2026-07-20 15:49:01,2026-07-20 15:49:02,43.0,44.0,0,43000,3.1346046511627907,0.006988002427002371
44,43,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:02,42.0,44.0,0,44000,3.135181818181818,0.006410835407975046
45,55,2026-07-20 15:48:18,2026-07-20 15:49:01,2026-07-20 15:49:02,43.0,44.0,0,45000,3.134933333333333,0.0066593202564599885
46,41,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:02,42.0,44.0,0,46000,3.135478260869565,0.006114392720228068
47,40,2026-07-20 15:48:18,2026-07-20 15:49:00,2026-07-20 15:49:02,42.0,44.0,0,47000,3.136,0.005592653589792995
48,54,2026-07-20 15:48:18,2026-07-20 15:49:01,2026-07-20 15:49:02,43.0,44.0,0,48000,3.136416666666667,0.005175986923126263
49,71,2026-07-20 15:48:18,2026-07-20 15:49:01,2026-07-20 15:49:03,43.0,45.0,0,49000,3.1365714285714286,0.00502122501836455
50,154,2026-07-20 15:48:18,2026-07-20 15:49:03,2026-07-20 15:49:03,45.0,45.0,0,50000,3.1368,0.004792653589793083
51,99,2026-07-20 15:48:18,2026-07-20 15:49:02,2026-07-20 15:49:03,44.0,45.0,0,51000,3.138352941176471,0.0032397124133223265
52,66,2026-07-20 15:48:18,2026-07-20 15:49:02,2026-07-20 15:49:03,44.0,45.0,0,52000,3.138692307692308,0.0029003458974852236
53,73,2026-07-20 15:48:18,2026-07-20 15:49:01,2026-07-20 15:49:03,43.0,45.0,0,53000,3.1401509433962262,0.0014417101935668697
54,98,2026-07-20 15:48:18,2026-07-20 15:49:02,2026-07-20 15:49:03,44.0,45.0,0,54000,3.141037037037037,0.0005556165527562662
55,155,2026-07-20 15:48:18,2026-07-20 15:49:03,2026-07-20 15:49:03,45.0,45.0,0,55000,3.1415272727272727,6.538086252039221e-05
56,77,2026-07-20 15:48:18,2026-07-20 15:49:02,2026-07-20 15:49:03,44.0,45.0,0,56000,3.1422857142857143,0.0006930606959212327
57,152,2026-07-20 15:48:18,2026-07-20 15:49:03,2026-07-20 15:49:03,45.0,45.0,0,57000,3.142315789473684,0.0007231358838910573
58,74,2026-07-20 15:48:18,2026-07-20 15:49:01,2026-07-20 15:49:03,43.0,45.0,0,58000,3.140551724137931,0.0010409294518622936
59,60,2026-07-20 15:48:18,2026-07-20 15:49:02,2026-07-20 15:49:03,44.0,45.0,0,59000,3.141966101694915,0.00037344810512207616
60,75,2026-07-20 15:48:18,2026-07-20 15:49:01,2026-07-20 15:49:03,43.0,45.0,0,60000,3.1418666666666666,0.00027401307687346943
61,153,2026-07-20 15:48:18,2026-07-20 15:49:03,2026-07-20 15:49:03,45.0,45.0,0,61000,3.140983606557377,0.0006090470324160435
62,120,2026-07-20 15:48:18,2026-07-20 15:49:02,2026-07-20 15:49:03,44.0,45.0,0,62000,3.1401290322580646,0.001463621331728504
63,13,2026-07-20 15:48:18,2026-07-20 15:49:02,2026-07-20 15:49:03,44.0,45.0,0,63000,3.1406984126984128,0.000894240891380349
64,121,2026-07-20 15:48:18,2026-07-20 15:49:02,2026-07-20 15:49:03,44.0,45.0,0,64000,3.1406875,0.0009051535897932617
