j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,1,2026-06-24 14:08:19,2026-06-24 14:17:59,580.0,100000,3.143,0.001407346410206678
2,2,2026-06-24 14:08:19,2026-06-24 14:18:30,611.0,200000,3.14156,3.2653589792985827e-05
3,3,2026-06-24 14:08:19,2026-06-24 14:18:36,617.0,300000,3.1416666666666666,7.401307687349146e-05
4,0,2026-06-24 14:08:19,2026-06-24 14:18:38,619.0,400000,3.14214,0.0005473464102068171
5,9,2026-06-24 14:08:19,2026-06-24 14:18:45,626.0,500000,3.14188,0.0002873464102068901
6,4,2026-06-24 14:08:19,2026-06-24 14:18:47,628.0,600000,3.143013333333333,0.0014206797435400986
7,6,2026-06-24 14:08:19,2026-06-24 14:19:07,648.0,700000,3.143485714285714,0.0018930606959211005
8,7,2026-06-24 14:08:19,2026-06-24 14:19:11,652.0,800000,3.143835,0.002242346410207041
9,8,2026-06-24 14:08:19,2026-06-24 14:19:58,699.0,900000,3.1441555555555554,0.0025629019657622543
10,5,2026-06-24 14:08:19,2026-06-24 14:20:06,707.0,1000000,3.143052,0.001459346410206841
