j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
1,0,2026-06-24 10:32:35,2026-06-24 10:32:48,13.0,100,3.12,0.02159265358979301
2,1,2026-06-24 10:32:35,2026-06-24 10:32:51,16.0,200,2.98,0.16159265358979313
3,2,2026-06-24 10:32:35,2026-06-24 10:33:02,27.0,300,3.066666666666667,0.07492598692312624
4,3,2026-06-24 10:32:35,2026-06-24 10:33:04,29.0,400,3.12,0.02159265358979301
5,4,2026-06-24 10:32:35,2026-06-24 10:33:07,32.0,500,3.136,0.005592653589792995
6,5,2026-06-24 10:32:35,2026-06-24 10:33:09,34.0,600,3.12,0.02159265358979301
7,6,2026-06-24 10:32:35,2026-06-24 10:33:10,35.0,700,3.137142857142857,0.004449796446936105
8,7,2026-06-24 10:32:35,2026-06-24 10:33:13,38.0,800,3.145,0.0034073464102069018
9,8,2026-06-24 10:32:35,2026-06-24 10:33:15,40.0,900,3.1466666666666665,0.005074013076873385
10,9,2026-06-24 10:32:35,2026-06-24 10:33:17,42.0,1000,3.116,0.025592653589793013
11,10,2026-06-24 10:32:35,2026-06-24 10:33:20,45.0,1100,3.130909090909091,0.010683562680702252
12,11,2026-06-24 10:32:35,2026-06-24 10:33:27,52.0,1200,3.13,0.011592653589793223
13,12,2026-06-24 10:32:35,2026-06-24 10:33:28,53.0,1300,3.126153846153846,0.015438807435947055
14,13,2026-06-24 10:32:35,2026-06-24 10:33:28,53.0,1400,3.125714285714286,0.015878367875507227
15,14,2026-06-24 10:32:35,2026-06-24 10:33:29,54.0,1500,3.12,0.02159265358979301
16,16,2026-06-24 10:32:35,2026-06-24 10:33:29,54.0,1600,3.12,0.02159265358979301
17,30,2026-06-24 10:32:35,2026-06-24 10:33:29,54.0,1700,3.1105882352941174,0.031004418295675684
18,35,2026-06-24 10:32:35,2026-06-24 10:33:29,54.0,1800,3.1266666666666665,0.014925986923126633
19,36,2026-06-24 10:32:35,2026-06-24 10:33:29,54.0,1900,3.1242105263157893,0.01738212727400379
20,37,2026-06-24 10:32:35,2026-06-24 10:33:29,54.0,2000,3.122,0.01959265358979323
21,39,2026-06-24 10:32:35,2026-06-24 10:33:30,55.0,2100,3.1219047619047617,0.019687891685031378
22,38,2026-06-24 10:32:35,2026-06-24 10:33:30,55.0,2200,3.1218181818181816,0.019774471771611513
23,28,2026-06-24 10:32:35,2026-06-24 10:33:30,55.0,2300,3.1182608695652174,0.023331784024575697
24,15,2026-06-24 10:32:35,2026-06-24 10:33:30,55.0,2400,3.11,0.03159265358979324
25,24,2026-06-24 10:32:35,2026-06-24 10:33:30,55.0,2500,3.1072,0.03439265358979293
26,31,2026-06-24 10:32:35,2026-06-24 10:33:30,55.0,2600,3.096923076923077,0.044669576666716004
27,22,2026-06-24 10:32:35,2026-06-24 10:33:30,55.0,2700,3.088888888888889,0.0527037647009041
28,42,2026-06-24 10:32:35,2026-06-24 10:33:30,55.0,2800,3.0885714285714285,0.05302122501836459
29,41,2026-06-24 10:32:35,2026-06-24 10:33:30,55.0,2900,3.0827586206896553,0.05883403290013778
30,40,2026-06-24 10:32:35,2026-06-24 10:33:30,55.0,3000,3.078666666666667,0.06292598692312623
31,45,2026-06-24 10:32:35,2026-06-24 10:33:31,56.0,3100,3.0825806451612903,0.05901200842850285
32,64,2026-06-24 10:32:35,2026-06-24 10:33:32,57.0,3200,3.08375,0.0578426535897929
33,67,2026-06-24 10:32:35,2026-06-24 10:33:32,57.0,3300,3.076363636363636,0.06522901722615693
34,63,2026-06-24 10:32:35,2026-06-24 10:33:32,57.0,3400,3.0858823529411765,0.055710300648616595
35,62,2026-06-24 10:32:35,2026-06-24 10:33:32,57.0,3500,3.0822857142857143,0.05930693930407882
36,60,2026-06-24 10:32:35,2026-06-24 10:33:32,57.0,3600,3.0733333333333333,0.06825932025645987
37,48,2026-06-24 10:32:35,2026-06-24 10:33:32,57.0,3700,3.075675675675676,0.06591697791411733
38,49,2026-06-24 10:32:35,2026-06-24 10:33:32,57.0,3800,3.068421052631579,0.07317160095821418
39,33,2026-06-24 10:32:35,2026-06-24 10:33:32,57.0,3900,3.0707692307692307,0.07082342282056242
40,27,2026-06-24 10:32:35,2026-06-24 10:33:32,57.0,4000,3.07,0.07159265358979328
41,32,2026-06-24 10:32:35,2026-06-24 10:33:32,57.0,4100,3.0682926829268293,0.07329997066296379
42,21,2026-06-24 10:32:35,2026-06-24 10:33:32,57.0,4200,3.072380952380952,0.0692117012088409
43,20,2026-06-24 10:32:35,2026-06-24 10:33:32,57.0,4300,3.0697674418604652,0.07182521172932788
44,23,2026-06-24 10:32:35,2026-06-24 10:33:32,57.0,4400,3.0745454545454547,0.06704719904433842
45,50,2026-06-24 10:32:35,2026-06-24 10:33:32,57.0,4500,3.0755555555555554,0.06603709803423774
46,44,2026-06-24 10:32:35,2026-06-24 10:33:32,57.0,4600,3.0756521739130434,0.06594047967674976
47,51,2026-06-24 10:32:35,2026-06-24 10:33:32,57.0,4700,3.0782978723404257,0.06329478124936738
48,47,2026-06-24 10:32:35,2026-06-24 10:33:32,57.0,4800,3.078333333333333,0.06325932025645997
49,52,2026-06-24 10:32:35,2026-06-24 10:33:32,57.0,4900,3.0775510204081633,0.06404163318162981
50,46,2026-06-24 10:32:35,2026-06-24 10:33:32,57.0,5000,3.076,0.06559265358979305
51,57,2026-06-24 10:32:35,2026-06-24 10:33:32,57.0,5100,3.0792156862745097,0.062376967315283416
52,71,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,5200,3.086153846153846,0.05543880743594709
53,70,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,5300,3.079245283018868,0.06234737057092499
54,99,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,5400,3.08,0.061592653589793045
55,66,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,5500,3.0807272727272728,0.06086538086252036
56,72,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,5600,3.077142857142857,0.06444979644693616
57,73,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,5700,3.0764912280701755,0.06510142551961762
58,74,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,5800,3.075862068965517,0.06573058462427595
59,61,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,5900,3.077966101694915,0.06362655189487798
60,108,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,6000,3.078,0.06359265358979327
61,121,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,6100,3.079344262295082,0.06224839129471116
62,17,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,6200,3.0825806451612903,0.05901200842850285
63,114,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,6300,3.0819047619047617,0.05968789168503141
64,100,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,6400,3.0825,0.0590926535897931
65,103,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,6500,3.0824615384615384,0.05913111512825475
66,113,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,6600,3.086060606060606,0.05553204752918717
67,107,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,6700,3.0871641791044775,0.054428474485315625
68,93,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,6800,3.0876470588235296,0.05394559476626348
69,87,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,6900,3.0892753623188405,0.05231729127095264
70,95,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,7000,3.0908571428571427,0.05073551073265037
71,56,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,7100,3.0901408450704224,0.0514518085193707
72,94,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,7200,3.0922222222222224,0.04937043136757069
73,96,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,7300,3.0931506849315067,0.04844196865828643
74,68,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,7400,3.092972972972973,0.048619680616820204
75,83,2026-06-24 10:32:35,2026-06-24 10:33:33,58.0,7500,3.0965333333333334,0.045059320256459756
76,168,2026-06-24 10:32:35,2026-06-24 10:33:34,59.0,7600,3.0957894736842104,0.04580317990558269
77,98,2026-06-24 10:32:35,2026-06-24 10:33:34,59.0,7700,3.097142857142857,0.04444979644693614
78,109,2026-06-24 10:32:35,2026-06-24 10:33:34,59.0,7800,3.102051282051282,0.039541371538510894
79,123,2026-06-24 10:32:35,2026-06-24 10:33:34,59.0,7900,3.1027848101265825,0.038807843463210645
80,126,2026-06-24 10:32:35,2026-06-24 10:33:34,59.0,8000,3.103,0.038592653589792913
81,127,2026-06-24 10:32:35,2026-06-24 10:33:34,59.0,8100,3.1012345679012348,0.040358085688558365
82,125,2026-06-24 10:32:35,2026-06-24 10:33:34,59.0,8200,3.102439024390244,0.03915362919954912
83,101,2026-06-24 10:32:35,2026-06-24 10:33:34,59.0,8300,3.1040963855421686,0.037496268047624515
84,115,2026-06-24 10:32:35,2026-06-24 10:33:34,59.0,8400,3.106190476190476,0.03540217739931695
85,129,2026-06-24 10:32:35,2026-06-24 10:33:34,59.0,8500,3.1058823529411765,0.03571030064861658
86,128,2026-06-24 10:32:35,2026-06-24 10:33:34,59.0,8600,3.103720930232558,0.03787172335723499
87,18,2026-06-24 10:32:35,2026-06-24 10:33:34,59.0,8700,3.106206896551724,0.0353857570380689
88,34,2026-06-24 10:32:35,2026-06-24 10:33:34,59.0,8800,3.1063636363636364,0.03522901722615668
89,105,2026-06-24 10:32:35,2026-06-24 10:33:34,59.0,8900,3.107865168539326,0.03372748505046719
90,139,2026-06-24 10:32:35,2026-06-24 10:33:34,59.0,9000,3.110222222222222,0.031370431367570895
91,86,2026-06-24 10:32:35,2026-06-24 10:33:34,59.0,9100,3.11032967032967,0.031262983260123
92,92,2026-06-24 10:32:35,2026-06-24 10:33:34,59.0,9200,3.111304347826087,0.030288305763706003
93,175,2026-06-24 10:32:35,2026-06-24 10:33:34,59.0,9300,3.1109677419354838,0.03062491165430936
94,91,2026-06-24 10:32:35,2026-06-24 10:33:34,59.0,9400,3.111063829787234,0.030528823802558946
95,85,2026-06-24 10:32:35,2026-06-24 10:33:34,59.0,9500,3.112842105263158,0.02875054832663526
96,173,2026-06-24 10:32:35,2026-06-24 10:33:34,59.0,9600,3.11375,0.027842653589793098
97,54,2026-06-24 10:32:35,2026-06-24 10:33:34,59.0,9700,3.114639175257732,0.026953478332061298
98,97,2026-06-24 10:32:35,2026-06-24 10:33:34,59.0,9800,3.1122448979591835,0.02934775563060965
99,180,2026-06-24 10:32:35,2026-06-24 10:33:35,60.0,9900,3.1135353535353536,0.028057300054439516
100,194,2026-06-24 10:32:35,2026-06-24 10:33:35,60.0,10000,3.1108,0.03079265358979333
101,181,2026-06-24 10:32:35,2026-06-24 10:33:35,60.0,10100,3.1104950495049506,0.031097604084842523
102,140,2026-06-24 10:32:35,2026-06-24 10:33:35,60.0,10200,3.112941176470588,0.028651477119205015
103,183,2026-06-24 10:32:35,2026-06-24 10:33:35,60.0,10300,3.1145631067961164,0.02702954679367675
104,179,2026-06-24 10:32:35,2026-06-24 10:33:35,60.0,10400,3.1165384615384615,0.025054192051331636
105,76,2026-06-24 10:32:35,2026-06-24 10:33:35,60.0,10500,3.118095238095238,0.023497415494555085
106,187,2026-06-24 10:32:35,2026-06-24 10:33:35,60.0,10600,3.11811320754717,0.02347944604262331
107,178,2026-06-24 10:32:35,2026-06-24 10:33:35,60.0,10700,3.1188785046728973,0.022714148916895827
108,185,2026-06-24 10:32:35,2026-06-24 10:33:35,60.0,10800,3.1196296296296295,0.021963023960163586
109,120,2026-06-24 10:32:35,2026-06-24 10:33:35,60.0,10900,3.1203669724770644,0.02122568111272871
110,122,2026-06-24 10:32:35,2026-06-24 10:33:35,60.0,11000,3.1218181818181816,0.019774471771611513
111,130,2026-06-24 10:32:35,2026-06-24 10:33:35,60.0,11100,3.1214414414414415,0.020151212148351583
112,102,2026-06-24 10:32:35,2026-06-24 10:33:35,60.0,11200,3.1228571428571428,0.01873551073265034
113,110,2026-06-24 10:32:35,2026-06-24 10:33:35,60.0,11300,3.1228318584070798,0.01876079518271334
114,162,2026-06-24 10:32:35,2026-06-24 10:33:35,60.0,11400,3.1196491228070173,0.021943530782775778
115,176,2026-06-24 10:32:35,2026-06-24 10:33:35,60.0,11500,3.12,0.02159265358979301
116,189,2026-06-24 10:32:35,2026-06-24 10:33:35,60.0,11600,3.1196551724137933,0.021937481175999807
117,78,2026-06-24 10:32:35,2026-06-24 10:33:35,60.0,11700,3.1203418803418805,0.02125077324791258
118,80,2026-06-24 10:32:35,2026-06-24 10:33:35,60.0,11800,3.120677966101695,0.020914687488098327
119,65,2026-06-24 10:32:35,2026-06-24 10:33:36,61.0,11900,3.122016806722689,0.01957584686710412
120,186,2026-06-24 10:32:35,2026-06-24 10:33:36,61.0,12000,3.123,0.018592653589792896
121,137,2026-06-24 10:32:35,2026-06-24 10:33:36,61.0,12100,3.1229752066115704,0.018617446978222763
122,132,2026-06-24 10:32:35,2026-06-24 10:33:36,61.0,12200,3.121967213114754,0.019625440475039113
123,133,2026-06-24 10:32:35,2026-06-24 10:33:36,61.0,12300,3.120650406504065,0.020942247085728116
