j,job_id,submit_time,execute_time,timestamp,queue_wait_s,turnaround_s,memory_usage_mb,N,pi_est,error
1,0,2026-07-14 09:09:52,2026-07-14 09:10:33,2026-07-14 09:10:34,41.0,42.0,0,100,3.4,0.2584073464102068
2,1,2026-07-14 09:09:52,2026-07-14 09:10:33,2026-07-14 09:10:34,41.0,42.0,0,200,3.26,0.11840734641020667
3,2,2026-07-14 09:09:53,2026-07-14 09:10:34,2026-07-14 09:10:35,42.0,43.0,0,300,3.2266666666666666,0.08507401307687346
4,3,2026-07-14 09:09:53,2026-07-14 09:10:34,2026-07-14 09:10:36,42.0,44.0,0,400,3.2,0.05840734641020706
5,4,2026-07-14 09:09:53,2026-07-14 09:10:36,2026-07-14 09:10:37,44.0,45.0,0,500,3.136,0.005592653589792995
6,6,2026-07-14 09:09:53,2026-07-14 09:10:37,2026-07-14 09:10:38,45.0,46.0,0,600,3.12,0.02159265358979301
7,7,2026-07-14 09:09:53,2026-07-14 09:10:38,2026-07-14 09:10:39,46.0,47.0,0,700,3.0514285714285716,0.09016408216122151
8,5,2026-07-14 09:09:53,2026-07-14 09:10:37,2026-07-14 09:10:39,45.0,47.0,0,800,3.025,0.1165926535897932
9,8,2026-07-14 09:09:54,2026-07-14 09:10:39,2026-07-14 09:10:40,47.0,48.0,0,900,3.04,0.10159265358979308
10,9,2026-07-14 09:09:54,2026-07-14 09:10:40,2026-07-14 09:10:41,48.0,49.0,0,1000,3.012,0.1295926535897931
11,10,2026-07-14 09:09:52,2026-07-14 09:10:40,2026-07-14 09:10:41,48.0,49.0,0,1100,3.0145454545454546,0.12704719904433848
12,11,2026-07-14 09:09:52,2026-07-14 09:10:42,2026-07-14 09:10:43,50.0,51.0,0,1200,3.0233333333333334,0.11825932025645969
13,12,2026-07-14 09:09:52,2026-07-14 09:10:42,2026-07-14 09:10:44,50.0,52.0,0,1300,3.0246153846153847,0.11697726897440841
